min,line,coderate,p2p,platform,isp,value,cnt
1590812280,5,2000,1,webh5,电信,0,3
1590812280,7,4000,0,webh5,联通,0,1
1590812280,7,2000,0,webh5,移动,0,5
1590812280,3,2000,0,ios,移动,0,2
1590812280,7,2000,0,adr_tv,联通,0,2
1590812280,7,2000,0,pc_exe,电信,0,7
1590812280,5,2000,1,adr,电信,3,66
1590812280,3,2000,1,ios,联通,0,5
1590812280,5,4000,0,ios,联通,0,3
1590812280,7,500,0,adr_tv,移动,0,3
1590812280,7,0,0,adr,移动,0,3
1590812280,3,4000,1,ios,移动,0,4
1590812280,7,4000,1,webh5,电信,0,115
1590812280,5,4000,1,adr,联通,0,53
1590812280,3,0,0,adr_tv,联通,0,6
1590812280,3,0,0,adr_tv,移动,1,22
1590812280,5,2000,0,adr_tv,移动,1,8
1590812280,5,0,0,adr,联通,0,3
1590812280,3,2000,1,adr,移动,0,32
1590812280,7,2000,1,webh5,联通,0,11
1590812280,3,500,1,adr,联通,1,9
1590812280,7,0,0,adr_tv,电信,3,25
1590812280,5,500,1,ios,移动,0,2
1590812280,7,500,0,adr,电信,0,1
1590812280,7,4000,1,adr,移动,7,345
1590812280,7,4000,1,pc_exe,电信,1,16
1590812280,7,2000,0,ipad,电信,0,3
1590812280,255,0,2,webh5,小运营商,1,2
1590812280,3,2000,1,ipad,联通,0,3
1590812280,5,2000,1,ipad,小运营商,0,1
1590812280,7,2000,1,adr,电信,3,287
1590812280,5,500,0,ios,联通,0,7
1590812280,5,500,1,adr,电信,1,12
1590812280,7,4000,1,ios,电信,0,47
1590812280,5,4000,0,adr_tv,电信,0,3
1590812280,7,2000,0,ios,联通,0,2
1590812280,7,500,1,ios,联通,0,10
1590812280,3,500,1,adr,移动,0,6
1590812280,5,0,0,adr,电信,0,3
1590812280,3,4000,1,ios,海外,0,2
1590812280,255,0,2,webh5,移动,0,3
1590812280,5,4000,1,adr,电信,6,72
1590812280,7,2000,1,adr,联通,8,132
1590812280,7,2000,0,adr_tv,移动,0,10
1590812280,5,2000,1,ios,联通,0,5
1590812280,7,500,1,webh5,移动,0,8
1590812280,5,500,0,adr,移动,0,9
1590812280,7,500,1,ios,电信,0,12
1590812280,3,2000,1,ios,电信,0,4
1590812280,5,2000,0,adr_tv,联通,0,6
1590812280,7,2000,0,adr_tv,电信,0,4
1590812280,7,2000,1,ios,移动,0,54
1590812280,3,4000,1,ios,联通,0,1
1590812280,7,2000,1,pc_exe,联通,0,3
1590812280,7,4000,1,webh5,海外,0,3
1590812280,5,4000,0,pc_exe,电信,1,4
1590812280,7,500,1,ipad,电信,0,3
1590812280,3,2000,0,adr,联通,1,5
1590812280,7,2000,1,webh5,小运营商,0,2
1590812280,7,2000,1,webh5,移动,0,19
1590812280,7,500,0,pc_exe,联通,0,2
1590812280,7,500,0,pc_exe,移动,0,1
1590812280,5,0,0,adr_tv,联通,0,3
1590812280,3,4000,1,adr,联通,0,17
1590812280,5,500,0,ios,电信,0,3
1590812280,5,2000,1,ios,海外,0,1
1590812280,3,4000,1,pc_exe,电信,0,3
1590812280,7,4000,1,pc_exe,移动,0,10
1590812280,3,0,0,ios,电信,0,2
1590812280,3,4000,1,ipad,移动,0,2
1590812280,3,500,0,adr_tv,联通,0,3
1590812280,7,4000,1,ios,小运营商,1,9
1590812280,3,2000,0,adr_tv,联通,0,3
1590812280,7,2000,1,pc_exe,电信,3,7
1590812280,7,0,0,adr_tv,移动,1,39
1590812280,5,4000,0,pc_exe,联通,0,3
1590812280,7,4000,1,adr,电信,7,277
1590812280,3,2000,1,adr,联通,2,20
1590812280,7,4000,1,pc_exe,小运营商,0,1
1590812280,7,4000,1,adr,教育网,0,3
1590812280,3,4000,1,ipad,联通,0,3
1590812280,7,500,0,ios,联通,0,2
1590812280,5,2000,0,adr,联通,0,108
1590812280,3,4000,1,adr,小运营商,0,3
1590812280,7,2000,1,ipad,移动,0,16
1590812280,3,4000,1,adr,移动,3,54
1590812280,7,500,1,adr,电信,0,46
1590812280,7,2000,1,webh5,电信,0,30
1590812280,5,500,1,ios,电信,0,3
1590812280,5,4000,1,webh5,电信,0,3
1590812280,7,500,1,webh5,联通,0,1
1590812280,7,0,0,adr_tv,联通,0,23
1590812280,7,2000,1,adr,小运营商,0,27
1590812280,5,4000,1,ios,电信,0,6
1590812280,5,0,0,adr_tv,电信,0,21
1590812280,7,4000,1,webh5,移动,1,52
1590812280,5,4000,0,pc_exe,移动,0,9
1590812280,7,500,0,adr,移动,0,3
1590812280,5,2000,1,ios,电信,0,8
1590812280,7,2000,0,adr,移动,0,4
1590812280,3,500,1,ios,联通,0,3
1590812280,7,0,0,webh5,移动,0,4
1590812280,7,4000,1,ios,海外,0,3
1590812280,3,4000,0,webh5,电信,0,2
1590812280,3,500,1,ipad,移动,0,3
1590812280,3,2000,1,adr,电信,1,34
1590812280,7,2000,0,webh5,小运营商,0,1
1590812280,3,2000,1,webh5,联通,0,3
1590812280,5,4000,0,adr_tv,移动,0,1
1590812280,7,4000,1,webh5,联通,1,34
1590812280,255,0,2,webh5,联通,0,2
1590812280,5,500,0,adr,电信,0,3
1590812280,7,2000,1,ipad,教育网,0,3
1590812280,7,2000,1,ipad,联通,0,9
1590812280,7,2000,1,ipad,电信,0,24
1590812280,5,2000,0,adr,移动,0,16
1590812280,5,500,0,adr,联通,0,39
1590812280,7,500,0,adr_tv,电信,0,3
1590812280,3,2000,1,webh5,移动,0,2
1590812280,7,2000,1,ios,电信,1,40
1590812280,7,2000,0,pc_exe,移动,0,12
1590812280,7,4000,1,webh5,小运营商,0,3
1590812280,5,4000,1,ios,联通,0,11
1590812280,7,4000,1,pc_exe,联通,0,8
1590812280,7,4000,1,adr,联通,6,168
1590812280,7,4000,0,pc_exe,移动,1,82
1590812280,5,2000,1,adr,联通,0,26
1590812280,7,4000,0,ios,联通,0,11
1590812280,3,4000,1,webh5,电信,0,5
1590812280,7,500,1,adr,联通,2,21
1590812280,7,500,1,ios,移动,1,18
1590812280,5,2000,0,pc_exe,电信,0,6
1590812280,3,2000,0,adr_tv,电信,0,3
1590812280,7,2000,1,adr,移动,4,303
1590812280,3,4000,1,ios,电信,0,4
1590812280,3,0,0,adr_tv,电信,1,19
1590812280,7,4000,1,ios,移动,0,30
1590812280,5,4000,1,adr,移动,5,81
1590812280,7,2000,0,adr,联通,0,3
1590812280,5,500,1,adr,移动,0,13
1590812280,7,0,0,adr,电信,0,6
1590812280,5,2000,0,ios,电信,0,3
1590812280,3,2000,1,ios,移动,1,9
1590812340,7,500,0,pc_exe,联通,0,3
1590812340,5,2000,1,ipad,移动,0,2
1590812340,7,500,0,adr_tv,移动,0,3
1590812340,7,500,1,ipad,电信,0,3
1590812340,5,4000,0,adr_tv,移动,0,3
1590812340,7,2000,1,pc_exe,电信,4,10
1590812340,7,0,0,adr_tv,电信,1,25
1590812340,7,4000,1,adr,海外,0,3
1590812340,7,4000,1,ios,电信,2,75
1590812340,3,4000,1,pc_exe,移动,0,1
1590812340,7,2000,1,ipad,电信,0,23
1590812340,7,2000,1,webh5,移动,0,25
1590812340,7,500,1,adr,小运营商,1,2
1590812340,3,2000,0,adr,教育网,0,2
1590812340,3,2000,1,webh5,联通,0,2
1590812340,3,500,1,adr,移动,0,7
1590812340,5,4000,0,pc_exe,移动,0,11
1590812340,5,2000,1,adr,教育网,0,3
1590812340,7,2000,1,ios,海外,2,6
1590812340,7,2000,0,adr,电信,5,15
1590812340,7,4000,1,pc_exe,联通,0,9
1590812340,7,0,0,adr_tv,联通,0,21
1590812340,5,2000,1,ios,移动,0,22
1590812340,7,2000,1,ios,联通,0,12
1590812340,3,500,1,adr,电信,0,8
1590812340,7,4000,1,webh5,联通,0,44
1590812340,5,2000,1,adr,小运营商,0,12
1590812340,7,4000,0,pc_exe,移动,0,89
1590812340,3,2000,1,ios,移动,1,10
1590812340,7,4000,1,ios,小运营商,2,6
1590812340,5,500,1,ios,移动,0,2
1590812340,7,0,0,adr,电信,0,6
1590812340,7,4000,1,adr,移动,15,427
1590812340,5,2000,1,ipad,小运营商,0,3
1590812340,7,2000,0,pc_exe,联通,0,3
1590812340,3,2000,1,adr,移动,0,34
1590812340,3,2000,1,ipad,联通,0,3
1590812340,7,4000,1,adr,电信,6,350
1590812340,5,4000,0,ios,移动,0,1
1590812340,7,500,1,pc_exe,移动,0,6
1590812340,3,500,0,adr_tv,联通,0,3
1590812340,3,0,0,adr_tv,联通,0,6
1590812340,5,2000,1,adr,电信,5,73
1590812340,7,2000,0,adr_tv,电信,0,10
1590812340,7,4000,1,webh5,移动,2,52
1590812340,5,500,1,ios,电信,0,5
1590812340,3,2000,0,adr,联通,0,5
1590812340,7,500,0,adr,移动,0,3
1590812340,7,2000,0,adr_tv,移动,0,16
1590812340,5,4000,0,adr_tv,电信,0,3
1590812340,5,500,1,ipad,联通,0,2
1590812340,7,4000,1,adr,小运营商,0,12
1590812340,3,2000,1,ios,电信,0,5
1590812340,5,4000,0,pc_exe,未知,0,2
1590812340,3,4000,0,webh5,电信,0,3
1590812340,5,2000,0,ios,联通,1,39
1590812340,5,0,0,adr_tv,联通,0,3
1590812340,5,2000,1,webh5,电信,0,3
1590812340,5,500,0,pc_exe,电信,0,1
1590812340,3,2000,1,adr,电信,2,39
1590812340,7,500,1,ios,联通,1,10
1590812340,5,4000,1,webh5,移动,0,6
1590812340,3,2000,0,ios,联通,0,1
1590812340,7,2000,1,adr,教育网,0,3
1590812340,5,500,1,adr,电信,0,9
1590812340,7,4000,1,pc_exe,小运营商,0,3
1590812340,3,4000,0,adr_tv,移动,0,6
1590812340,7,500,1,webh5,移动,0,9
1590812340,5,4000,1,ios,联通,1,10
1590812340,7,4000,0,pc_exe,电信,0,64
1590812340,7,0,0,adr,移动,0,4
1590812340,3,2000,0,adr_tv,联通,0,3
1590812340,5,500,0,ios,联通,0,10
1590812340,7,4000,0,webh5,移动,0,2
1590812340,7,500,1,adr,联通,6,29
1590812340,5,2000,0,adr_tv,联通,2,8
1590812340,7,4000,1,ios,移动,1,31
1590812340,5,4000,1,adr,联通,1,62
1590812340,255,0,2,webh5,移动,0,2
1590812340,5,500,1,adr,移动,0,23
1590812340,5,0,0,adr,联通,0,3
1590812340,3,4000,1,ios,联通,0,6
1590812340,7,2000,1,webh5,小运营商,0,3
1590812340,7,4000,0,ios,联通,0,1
1590812340,5,500,0,adr,联通,0,38
1590812340,7,2000,1,adr,联通,7,148
1590812340,7,2000,0,ios,移动,0,6
1590812340,7,4000,1,ios,联通,0,17
1590812340,5,500,0,adr_tv,电信,0,3
1590812340,5,4000,1,ios,电信,0,13
1590812340,3,2000,1,ipad,电信,0,3
1590812340,5,2000,0,adr,移动,0,16
1590812340,3,4000,1,adr,小运营商,0,3
1590812340,7,2000,1,ios,电信,1,58
1590812340,7,500,1,adr,电信,3,58
1590812340,7,4000,0,webh5,电信,0,8
1590812340,7,2000,0,adr,联通,1,5
1590812340,7,2000,0,pc_exe,电信,0,3
1590812340,7,2000,0,adr_tv,小运营商,0,1
1590812340,3,2000,0,adr_tv,移动,0,21
1590812340,5,4000,0,pc_exe,电信,0,6
1590812340,3,2000,1,ios,教育网,0,3
1590812340,3,2000,1,webh5,移动,0,3
1590812340,3,4000,0,pc_exe,移动,0,4
1590812340,7,4000,1,webh5,小运营商,0,3
1590812340,7,4000,0,adr_tv,电信,0,3
1590812340,3,4000,1,adr,移动,4,54
1590812340,7,500,1,adr,海外,0,3
1590812340,3,2000,1,ios,联通,0,3
1590812340,3,0,0,adr,移动,0,1
1590812340,3,500,1,ios,联通,0,1
1590812340,3,4000,1,ipad,移动,0,3
1590812340,3,-1,0,adr_tv,联通,0,1
1590812340,3,4000,1,ios,移动,0,6
1590812340,3,500,1,adr,联通,0,8
1590812340,7,2000,0,adr_tv,联通,0,4
1590812340,5,0,0,adr_tv,移动,1,16
1590812340,7,0,0,webh5,电信,0,1
1590812340,7,2000,0,ipad,电信,0,7
1590812340,7,4000,0,pc_exe,联通,0,20
1590812340,7,2000,1,adr,电信,7,344
1590812340,7,4000,0,webh5,联通,0,2
1590812340,3,4000,1,ipad,联通,0,3
1590812340,7,2000,0,webh5,移动,0,9
1590812340,7,2000,1,adr,移动,9,370
1590812340,5,2000,0,ios,电信,0,2
1590812340,3,0,0,adr_tv,移动,3,26
1590812340,7,500,1,ios,移动,0,14
1590812340,5,500,0,adr,电信,0,3
1590812340,7,2000,1,webh5,电信,0,36
1590812340,7,0,0,adr,联通,0,5
1590812340,7,500,1,ipad,移动,0,6
1590812340,7,0,1,adr_tv,移动,0,3
1590812340,7,2000,1,adr,小运营商,0,31
1590812340,3,4000,1,ios,电信,0,6
1590812340,7,4000,1,adr,联通,5,205
1590812340,7,4000,1,pc_exe,电信,0,16
1590812340,5,2000,1,ipad,电信,1,3
1590812340,5,0,0,adr,移动,0,2
1590812340,5,500,1,ios,联通,0,2
1590812340,7,2000,1,ipad,教育网,0,3
1590812340,5,4000,1,adr,移动,2,102
1590812340,7,0,0,webh5,移动,0,4
1590812340,7,2000,1,pc_exe,联通,0,3
1590812340,7,4000,0,adr_tv,移动,0,6
1590812340,3,2000,1,adr,联通,1,29
1590812340,3,4000,1,webh5,电信,0,6
1590812340,3,2000,0,ios,电信,0,1
1590812340,5,4000,1,webh5,电信,0,3
1590812340,7,500,1,webh5,联通,0,2
1590812340,5,2000,1,adr,联通,0,26
1590812340,7,2000,1,adr,海外,1,3
1590812340,3,0,0,adr_tv,电信,0,16
1590812340,5,2000,0,adr_tv,移动,0,9
1590812340,7,500,1,webh5,小运营商,0,1
1590812340,7,500,1,ipad,联通,1,2
1590812340,3,0,0,ios,电信,0,1
1590812340,7,500,0,pc_exe,移动,0,2
1590812340,7,4000,1,ipad,电信,0,9
1590812340,7,4000,1,ios,教育网,2,3
1590812340,7,4000,0,pc_exe,小运营商,0,6
1590812340,255,0,2,webh5,联通,1,3
1590812340,7,4000,1,adr,教育网,0,3
1590812340,255,0,2,webh5,小运营商,0,3
1590812340,7,500,1,adr,移动,4,71
1590812340,7,2000,0,pc_exe,移动,0,12
1590812340,3,4000,1,adr,联通,0,15
1590812340,7,2000,1,webh5,联通,0,13
1590812340,5,4000,1,ios,移动,1,14
1590812340,7,4000,1,webh5,海外,0,3
1590812340,7,2000,1,ipad,移动,1,25
1590812340,5,4000,1,adr,电信,3,101
1590812340,3,4000,1,pc_exe,电信,0,3
1590812340,5,4000,0,pc_exe,联通,0,3
1590812340,5,2000,0,adr,联通,1,147
1590812340,7,2000,1,ipad,小运营商,0,6
1590812340,7,2000,0,adr,移动,0,6
1590812340,7,500,0,adr_tv,电信,0,1
1590812340,3,500,1,ipad,移动,0,3
1590812340,5,0,0,adr_tv,电信,0,21
1590812340,7,2000,1,ios,移动,1,54
1590812340,5,2000,0,adr,电信,1,2
1590812340,5,500,0,adr,移动,0,11
1590812340,5,2000,1,ios,电信,0,10
1590812340,5,2000,1,ios,联通,0,5
1590812340,7,4000,1,pc_exe,移动,0,14
1590812340,3,500,1,ios,移动,0,4
1590812340,7,500,1,webh5,电信,0,2
1590812340,7,500,1,ios,电信,0,12
1590812340,3,500,0,adr,移动,0,3
1590812340,3,2000,0,adr_tv,电信,0,1
1590812340,7,500,0,pc_exe,电信,0,1
1590812340,7,500,0,adr,联通,0,2
1590812340,5,4000,0,ios,联通,0,3
1590812340,5,2000,1,adr,移动,1,40
1590812340,7,0,0,adr_tv,移动,7,48
1590812340,5,0,0,adr,电信,0,3
1590812340,3,4000,1,adr,电信,1,45
1590812340,7,2000,1,ipad,联通,0,14
1590812340,5,2000,0,pc_exe,电信,1,6
1590812340,7,4000,1,webh5,电信,0,133
1590812400,7,0,0,adr,联通,0,6
1590812400,7,2000,0,adr,移动,0,10
1590812400,7,2000,0,adr_tv,小运营商,0,3
1590812400,5,4000,0,ios,联通,0,3
1590812400,5,4000,1,adr,电信,7,113
1590812400,5,2000,1,ipad,移动,0,3
1590812400,7,4000,1,webh5,联通,2,52
1590812400,5,4000,1,ios,电信,0,15
1590812400,7,2000,1,webh5,移动,0,31
1590812400,7,500,0,adr_tv,移动,0,3
1590812400,3,4000,1,ios,海外,0,2
1590812400,7,500,1,ios,移动,1,17
1590812400,7,2000,1,adr,联通,11,179
1590812400,5,0,0,adr,电信,0,3
1590812400,7,2000,1,ios,未知,0,2
1590812400,5,4000,0,pc_exe,移动,0,12
1590812400,7,4000,0,pc_exe,教育网,0,3
1590812400,7,500,0,adr,联通,0,2
1590812400,5,500,0,adr,电信,0,3
1590812400,7,500,1,adr,联通,4,28
1590812400,3,2000,1,ios,小运营商,0,2
1590812400,7,500,0,adr,小运营商,0,2
1590812400,5,500,1,adr,联通,0,3
1590812400,7,4000,1,ios,小运营商,2,6
1590812400,7,4000,1,webh5,小运营商,1,8
1590812400,7,0,0,adr_tv,电信,1,35
1590812400,7,4000,1,adr,海外,0,3
1590812400,3,4000,1,pc_exe,移动,0,1
1590812400,7,500,0,pc_exe,电信,0,1
1590812400,7,500,1,ipad,移动,0,6
1590812400,7,2000,1,pc_exe,联通,0,3
1590812400,5,4000,1,ios,移动,1,15
1590812400,3,2000,1,webh5,联通,0,3
1590812400,5,500,0,ios,电信,0,2
1590812400,7,500,1,adr,移动,2,90
1590812400,7,500,0,pc_exe,移动,0,5
1590812400,7,4000,1,adr,联通,4,241
1590812400,5,500,1,ios,联通,1,4
1590812400,5,2000,0,adr_tv,移动,0,9
1590812400,5,2000,1,adr,教育网,0,1
1590812400,7,2000,0,ios,电信,0,3
1590812400,7,4000,1,webh5,电信,0,143
1590812400,7,2000,1,ipad,教育网,0,1
1590812400,5,2000,1,adr,移动,2,57
1590812400,7,500,1,ios,电信,0,15
1590812400,5,0,0,adr,移动,0,4
1590812400,5,500,0,adr,移动,0,11
1590812400,3,2000,0,ios,电信,0,4
1590812400,3,2000,1,adr,联通,4,33
1590812400,3,500,1,adr,电信,0,9
1590812400,7,4000,1,webh5,海外,0,3
1590812400,7,4000,1,ios,联通,1,17
1590812400,7,4000,0,pc_exe,小运营商,0,6
1590812400,3,2000,1,ipad,电信,0,3
1590812400,7,4000,1,pc_exe,移动,0,13
1590812400,7,0,0,adr_tv,联通,0,28
1590812400,7,2000,1,webh5,联通,0,13
1590812400,3,4000,0,webh5,电信,0,3
1590812400,7,4000,0,pc_exe,电信,1,74
1590812400,255,4294967,0,adr,电信,0,1
1590812400,5,500,0,adr,联通,0,38
1590812400,3,4000,1,ios,移动,1,6
1590812400,255,0,2,webh5,联通,0,2
1590812400,5,500,0,adr_tv,电信,0,3
1590812400,7,500,1,adr,海外,0,6
1590812400,7,0,0,adr,电信,3,10
1590812400,7,4000,1,adr,电信,11,395
1590812400,7,2000,0,pc_exe,联通,0,6
1590812400,7,4000,0,webh5,电信,0,9
1590812400,7,500,1,pc_exe,移动,0,6
1590812400,5,4000,1,webh5,电信,0,3
1590812400,3,4000,0,adr_tv,移动,0,4
1590812400,3,500,1,adr,联通,1,9
1590812400,7,500,1,webh5,联通,0,3
1590812400,7,2000,0,pc_exe,电信,0,7
1590812400,5,500,1,ios,电信,0,7
1590812400,3,2000,1,ios,教育网,0,3
1590812400,7,500,0,adr,移动,0,2
1590812400,5,2000,1,adr,小运营商,0,11
1590812400,3,2000,0,adr_tv,移动,1,21
1590812400,7,4000,1,pc_exe,小运营商,0,3
1590812400,5,4000,1,ios,联通,1,9
1590812400,3,500,0,adr,移动,0,4
1590812400,7,2000,0,adr_tv,移动,2,19
1590812400,5,2000,1,ipad,电信,0,3
1590812400,3,4000,1,adr,电信,0,50
1590812400,7,4000,1,ios,移动,0,31
1590812400,5,500,1,adr,移动,2,35
1590812400,5,2000,1,ios,电信,1,17
1590812400,5,4000,1,adr,小运营商,0,1
1590812400,7,2000,0,ipad,电信,0,6
1590812400,7,500,0,pc_exe,联通,0,3
1590812400,3,2000,1,ios,联通,0,3
1590812400,5,4000,0,pc_exe,电信,0,6
1590812400,5,4000,1,adr,移动,1,113
1590812400,5,2000,0,adr,联通,0,162
1590812400,7,4000,1,adr,小运营商,0,11
1590812400,7,2000,0,webh5,移动,0,7
1590812400,5,2000,0,adr_tv,联通,2,9
1590812400,7,500,1,adr,电信,2,60
1590812400,7,0,1,adr_tv,移动,0,3
1590812400,3,0,0,adr_tv,电信,0,15
1590812400,3,4000,1,adr,联通,0,15
1590812400,3,500,1,ios,移动,0,6
1590812400,5,4000,0,adr_tv,电信,0,3
1590812400,7,4000,0,adr_tv,移动,0,6
1590812400,7,2000,1,ipad,小运营商,0,6
1590812400,3,0,0,adr_tv,联通,0,9
1590812400,255,0,2,webh5,小运营商,0,3
1590812400,7,2000,1,ios,移动,2,55
1590812400,3,2000,0,ios,联通,0,3
1590812400,7,2000,1,adr,电信,19,397
1590812400,7,4000,0,pc_exe,联通,0,26
1590812400,7,4000,0,webh5,移动,0,3
1590812400,5,0,0,adr_tv,移动,0,19
1590812400,5,2000,1,ios,联通,0,3
1590812400,5,2000,1,webh5,电信,0,3
1590812400,7,4000,1,ios,教育网,0,2
1590812400,3,2000,1,adr,电信,3,48
1590812400,5,500,1,ipad,联通,0,3
1590812400,3,2000,1,ios,移动,0,5
1590812400,5,4000,1,webh5,移动,0,7
1590812400,7,4000,1,ipad,电信,0,10
1590812400,5,0,0,adr_tv,联通,0,3
1590812400,3,0,0,adr_tv,移动,3,26
1590812400,5,2000,0,ios,电信,2,2
1590812400,5,2000,0,ios,联通,0,35
1590812400,7,2000,1,adr,移动,16,433
1590812400,3,2000,1,ios,电信,1,7
1590812400,3,4000,1,adr,移动,2,67
1590812400,3,2000,1,ios,海外,0,2
1590812400,7,4000,1,webh5,移动,0,62
1590812400,7,0,0,webh5,移动,0,5
1590812400,5,2000,1,adr,电信,5,79
1590812400,3,4000,1,ios,电信,0,4
1590812400,5,4000,0,pc_exe,联通,0,6
1590812400,3,4000,1,pc_exe,电信,1,2
1590812400,7,2000,0,ios,移动,0,5
1590812400,7,0,0,adr_tv,移动,6,78
1590812400,3,2000,0,adr,联通,2,8
1590812400,7,4000,1,pc_exe,联通,0,12
1590812400,5,2000,1,ios,移动,0,28
1590812400,3,2000,0,adr_tv,联通,0,6
1590812400,7,2000,0,adr,电信,1,15
1590812400,7,2000,1,webh5,电信,0,40
1590812400,7,500,1,ios,联通,0,10
1590812400,5,0,0,adr_tv,电信,0,25
1590812400,7,2000,1,ios,联通,0,8
1590812400,5,4000,0,adr_tv,移动,0,6
1590812400,7,2000,1,ipad,联通,0,16
1590812400,7,500,1,ipad,电信,0,3
1590812400,5,4000,0,pc_exe,未知,0,3
1590812400,3,4000,0,pc_exe,移动,0,3
1590812400,7,4000,1,ios,电信,2,75
1590812400,7,2000,0,adr,联通,0,3
1590812400,7,500,1,webh5,电信,0,3
1590812400,7,500,1,webh5,移动,0,10
1590812400,7,2000,1,ios,电信,3,64
1590812400,3,2000,1,adr,移动,0,31
1590812400,5,2000,0,adr,移动,0,15
1590812400,3,4000,1,webh5,电信,0,5
1590812400,7,2000,0,adr_tv,联通,0,4
1590812400,3,2000,1,ipad,联通,0,3
1590812400,3,2000,0,adr,海外,0,2
1590812400,3,0,0,adr,移动,0,3
1590812400,5,2000,1,adr,联通,0,25
1590812400,7,2000,0,adr_tv,电信,1,18
1590812400,7,4000,1,adr,教育网,0,3
1590812400,7,2000,1,ipad,移动,0,28
1590812400,5,500,1,adr,电信,0,11
1590812400,3,2000,1,adr,教育网,0,2
1590812400,5,500,0,ios,联通,2,14
1590812400,7,2000,0,pc_exe,移动,0,11
1590812400,3,4000,1,ipad,移动,0,3
1590812400,7,2000,1,webh5,小运营商,0,3
1590812400,7,4000,0,adr_tv,电信,0,3
1590812400,5,2000,1,ipad,小运营商,0,2
1590812400,7,500,1,adr,小运营商,0,2
1590812400,3,4000,1,adr,小运营商,0,3
1590812400,7,0,0,adr,移动,0,6
1590812400,3,4000,1,ipad,联通,0,3
1590812400,3,500,1,adr,移动,0,6
1590812400,5,2000,0,pc_exe,电信,2,6
1590812400,7,2000,1,pc_exe,电信,1,11
1590812400,3,500,0,adr_tv,联通,0,3
1590812400,7,2000,1,ios,海外,1,6
1590812400,3,4000,1,ios,联通,0,10
1590812400,7,4000,1,pc_exe,电信,0,26
1590812400,5,0,0,adr,联通,0,3
1590812400,7,4000,1,adr,移动,17,473
1590812400,7,4000,0,pc_exe,移动,1,97
1590812400,5,4000,1,adr,联通,2,68
1590812400,3,500,1,ipad,移动,0,3
1590812400,7,2000,1,adr,小运营商,0,26
1590812400,3,2000,1,webh5,移动,0,1
1590812400,7,2000,1,adr,教育网,0,3
1590812400,7,2000,1,ipad,电信,2,36
1590812400,7,4000,0,webh5,联通,0,3
1590812460,3,2000,0,adr,海外,0,3
1590812460,3,0,0,ios,电信,0,1
1590812460,3,4000,1,adr,电信,1,56
1590812460,7,500,1,webh5,联通,0,2
1590812460,7,500,1,webh5,电信,0,4
1590812460,7,4000,1,webh5,电信,0,159
1590812460,3,4000,1,ipad,联通,0,3
1590812460,7,2000,1,ios,联通,6,25
1590812460,255,0,2,webh5,联通,0,1
1590812460,5,500,0,ios,联通,0,12
1590812460,7,0,0,adr_tv,移动,4,64
1590812460,7,500,1,adr,电信,1,69
1590812460,5,2000,1,adr,小运营商,0,8
1590812460,7,2000,0,pc_exe,联通,2,5
1590812460,7,500,1,adr,联通,4,32
1590812460,3,0,0,adr,电信,0,3
1590812460,7,4000,1,adr,联通,6,260
1590812460,7,4000,1,pc_exe,移动,1,16
1590812460,5,500,1,adr,电信,0,15
