min,cdn,bitrate,p2p,device,isp,value,cnt
1590822840,13,500,0,web,移动,0,3
1590822840,13,8000,1,adr,移动,1,207
1590822840,15,4000,1,adr,教育网,0,10
1590822840,15,2000,1,ios,小运营商,3,59
1590822840,6,8000,0,pc_exe,教育网,0,36
1590822840,15,8000,0,webh5,电信,0,10
1590822840,8,4000,1,webh5,阿里云,0,12
1590822840,5,500,0,webh5,海外,0,5
1590822840,6,4000,1,ios,阿里云,0,3
1590822840,6,2000,0,pc_exe,未知,0,3
1590822840,15,4000,0,adr,电信,1,94
1590822840,5,2000,0,adr_tv,小运营商,0,23
1590822840,15,4000,1,ios,联通,11,356
1590822840,255,0,1,adr,联通,2,6
1590822840,3,4000,1,ipad,海外,0,85
1590822840,8,8000,1,ios,小运营商,0,31
1590822840,6,500,0,ios,联通,5,105
1590822840,8,500,0,pc_exe,移动,0,49
1590822840,13,500,0,web,电信,0,9
1590822840,6,4000,0,adr_tv,联通,23,456
1590822840,7,500,0,ios,电信,15,123
1590822840,6,4000,1,ios,电信,402,13440
1590822840,6,4000,1,ios,移动,307,7170
1590822840,7,500,0,ios,移动,6,100
1590822840,3,8000,1,webh5,联通,1,1129
1590822840,6,2000,0,pc_exe,小运营商,3,109
1590822840,6,4000,0,adr,联通,29,513
1590822840,7,0,1,ios,小运营商,0,45
1590822840,7,500,1,adr,联通,73,3755
1590822840,3,4000,1,webh5,小运营商,3,1056
1590822840,8,500,0,pc_exe,电信,0,53
1590822840,8,2000,0,web,联通,0,15
1590822840,5,8000,1,pc_exe,海外,0,1
1590822840,7,4000,0,pc_exe,海外,3,161
1590822840,15,2000,1,ipad,联通,5,237
1590822840,3,8000,0,pc_exe,联通,0,1170
1590822840,3,0,1,adr_tv,电信,0,6
1590822840,5,2000,1,ipad,移动,26,2206
1590822840,3,500,1,ipad,联通,2,95
1590822840,255,0,0,ios,电信,0,1
1590822840,3,500,1,ios,小运营商,7,76
1590822840,15,2000,0,pc_exe,小运营商,0,6
1590822840,255,2000,0,ios,电信,1,3
1590822840,255,2000,0,ios,移动,0,4
1590822840,5,0,0,adr_tv,海外,0,18
1590822840,3,2000,1,webh5,教育网,0,50
1590822840,15,500,1,adr,联通,11,411
1590822840,3,8000,0,pc_exe,电信,21,3297
1590822840,15,500,0,ios,电信,2,18
1590822840,13,2000,1,ios,海外,4,38
1590822840,13,8000,1,pc_exe,海外,0,2
1590822840,8,500,0,pc_exe,联通,1,39
1590822840,6,4000,0,adr_tv,电信,50,1313
1590822840,6,8000,0,web,电信,2,99
1590822840,6,2000,0,ipad,海外,0,3
1590822840,7,2000,1,ipad,联通,23,1791
1590822840,7,2000,1,pc_exe,小运营商,4,40
1590822840,6,500,0,adr,教育网,0,3
1590822840,7,4000,1,ios,联通,124,3732
1590822840,6,2000,1,webh5,移动,15,4994
1590822840,5,500,0,web,电信,0,1
1590822840,7,4000,0,adr,电信,25,922
1590822840,8,500,1,ipad,电信,4,58
1590822840,6,500,1,adr,电信,247,9064
1590822840,3,2000,0,ios,移动,19,265
1590822840,5,8000,1,adr,移动,26,2134
1590822840,6,2000,0,adr,小运营商,7,103
1590822840,3,0,0,ios,电信,6,12
1590822840,3,2000,1,ios,教育网,0,13
1590822840,6,8000,0,web,移动,0,23
1590822840,3,500,0,gamelive,联通,0,3
1590822840,7,8000,0,webh5,电信,1,168
1590822840,3,2000,1,ipad,小运营商,4,280
1590822840,3,4500,1,ipad,电信,0,6
1590822840,7,2000,1,ios,小运营商,22,431
1590822840,15,4000,0,pc_exe,海外,0,17
1590822840,13,500,0,webh5,海外,0,2
1590822840,7,4000,1,adr,教育网,0,133
1590822840,3,8000,0,pc_exe,移动,11,1705
1590822840,3,4000,1,adr,小运营商,21,717
1590822840,5,0,1,ipad,移动,0,3
1590822840,7,500,1,ios,教育网,0,7
1590822840,6,500,1,ipad,小运营商,1,21
1590822840,13,4000,1,pc_exe,教育网,0,3
1590822840,5,500,0,webh5,电信,0,2
1590822840,255,2000,0,ios,联通,0,3
1590822840,8,4000,0,webh5,小运营商,0,18
1590822840,6,500,1,ios,教育网,0,16
1590822840,7,8000,0,ios,联通,0,13
1590822840,3,4000,0,web,海外,0,3
1590822840,3,500,0,adr,小运营商,1,14
1590822840,7,500,0,adr_tv,小运营商,0,12
1590822840,7,2000,0,adr_tv,海外,3,30
1590822840,8,500,1,ios,海外,4,74
1590822840,7,4000,1,pc_exe,小运营商,3,108
1590822840,5,4000,0,adr,移动,8,420
1590822840,15,500,1,adr,移动,18,870
1590822840,7,4000,0,webh5,教育网,0,9
1590822840,6,500,1,webh5,教育网,0,25
1590822840,6,8000,0,web,联通,1,25
1590822840,3,500,1,ios,海外,1,215
1590822840,7,8000,1,adr,电信,54,4913
1590822840,5,2000,0,pc_exe,电信,3,102
1590822840,15,2000,1,ipad,移动,6,183
1590822840,7,4000,0,adr_tv,电信,42,971
1590822840,3,2500,0,adr_tv,移动,0,4
1590822840,7,2000,0,adr,小运营商,5,63
1590822840,6,4000,1,pc_exe,教育网,2,26
1590822840,5,4000,1,ipad,教育网,0,3
1590822840,15,4000,1,webh5,电信,0,634
1590822840,7,8000,0,web,移动,0,11
1590822840,7,500,0,pc_exe,教育网,0,3
1590822840,13,8000,0,pc_exe,小运营商,2,51
1590822840,15,0,1,ios,海外,2,14
1590822840,13,500,1,ipad,小运营商,0,6
1590822840,8,2000,0,pc_exe,教育网,0,12
1590822840,13,8000,0,web,联通,1,1
1590822840,8,500,1,webh5,移动,0,239
1590822840,3,500,0,gamelive,电信,0,3
1590822840,7,2000,1,webh5,移动,6,3764
1590822840,3,500,1,webh5,移动,1,326
1590822840,5,4000,1,adr,教育网,0,63
1590822840,8,4000,1,pc_exe,移动,13,367
1590822840,15,8000,0,pc_exe,小运营商,0,12
1590822840,15,2000,0,webh5,阿里云,0,3
1590822840,13,500,0,pc_exe,小运营商,0,1
1590822840,8,4000,0,ios,海外,2,3
1590822840,13,500,0,ios,移动,5,27
1590822840,13,2000,0,adr_tv,海外,0,3
1590822840,15,4000,0,adr,移动,5,46
1590822840,6,4000,0,webh5,教育网,0,23
1590822840,3,8000,1,ipad,电信,7,1091
1590822840,7,500,1,webh5,教育网,0,14
1590822840,13,8000,1,adr,电信,2,269
1590822840,3,4000,0,webh5,移动,0,296
1590822840,5,2000,1,ios,海外,10,227
1590822840,7,8000,0,web,联通,0,15
1590822840,7,500,1,ipad,小运营商,0,24
1590822840,5,0,1,ios,海外,1,54
1590822840,3,8000,1,ios,未知,0,3
1590822840,5,4000,1,webh5,电信,0,1523
1590822840,3,2000,1,adr_tv,电信,0,6
1590822840,13,0,1,ios,小运营商,0,18
1590822840,6,2000,1,ipad,电信,59,5136
1590822840,5,8000,0,ios,电信,5,20
1590822840,6,2000,1,ios,未知,0,10
1590822840,7,4000,0,adr_tv,联通,6,400
1590822840,3,4000,1,pc_exe,移动,8,501
1590822840,7,8000,0,adr_tv,小运营商,3,15
1590822840,255,0,1,adr,移动,3,13
1590822840,5,4000,1,pc_exe,小运营商,1,12
1590822840,7,4000,1,ios,移动,221,4939
1590822840,5,2000,1,ipad,联通,23,1551
1590822840,3,0,0,ios,移动,0,16
1590822840,15,4000,0,adr_tv,移动,1,64
1590822840,8,2000,0,ios,联通,0,38
1590822840,3,2000,1,adr,电信,319,16316
1590822840,13,2000,1,ipad,电信,5,472
1590822840,5,8000,1,adr,联通,17,1376
1590822840,6,0,1,ios,小运营商,1,75
1590822840,3,2000,0,ios,联通,30,1165
1590822840,8,0,0,adr,教育网,0,3
1590822840,8,2000,1,adr,电信,170,7703
1590822840,6,500,0,ios,移动,9,154
1590822840,3,8000,0,ios,电信,2,37
1590822840,7,2000,1,pc_exe,联通,6,187
1590822840,6,8000,1,ipad,教育网,0,9
1590822840,8,4000,0,adr,小运营商,0,3
1590822840,15,4000,1,ipad,海外,0,18
1590822840,8,500,0,web,海外,0,3
1590822840,8,8000,1,ipad,小运营商,0,9
1590822840,8,500,0,web,联通,0,8
1590822840,3,4000,1,ios,联通,128,2567
1590822840,15,500,1,webh5,电信,0,24
1590822840,7,4000,0,pc_exe,教育网,0,50
1590822840,5,8000,1,webh5,海外,0,25
1590822840,8,8000,1,webh5,教育网,0,10
1590822840,13,4000,0,ipad,电信,0,3
1590822840,3,4000,0,adr,电信,20,487
1590822840,7,2000,0,ios,移动,12,232
1590822840,3,0,1,ipad,联通,0,2
1590822840,6,8000,1,ios,海外,3,57
1590822840,5,500,0,adr,移动,26,1054
1590822840,8,2000,0,adr_tv,电信,14,236
1590822840,15,500,1,ipad,联通,0,21
1590822840,5,500,1,ipad,移动,4,96
1590822840,13,4000,1,ios,教育网,0,3
1590822840,15,2000,1,pc_exe,电信,0,15
1590822840,6,8000,0,pc_exe,海外,0,60
1590822840,6,500,0,adr_tv,小运营商,0,3
1590822840,3,500,1,pc_exe,联通,1,8
1590822840,13,2000,1,ipad,海外,1,64
1590822840,6,4000,1,pc_exe,小运营商,6,124
1590822840,15,4000,1,pc_exe,小运营商,0,3
1590822840,8,0,1,ios,移动,10,393
1590822840,15,8000,1,ios,电信,1,121
1590822840,8,8000,1,pc_exe,电信,5,366
1590822840,7,2000,0,ipad,电信,1,95
1590822840,8,0,0,adr_tv,联通,4,184
1590822840,3,0,0,adr_tv,小运营商,0,45
1590822840,7,8000,1,webh5,未知,0,4
1590822840,13,2000,0,web,移动,0,6
1590822840,13,4000,1,ipad,小运营商,0,9
1590822840,8,2000,0,pc_exe,移动,3,227
1590822840,8,4000,1,webh5,移动,3,4426
1590822840,13,8000,1,webh5,移动,0,79
1590822840,15,2500,1,webh5,移动,0,3
1590822840,7,2000,1,ios,教育网,0,46
1590822840,7,0,0,ios,电信,0,12
1590822840,8,4000,0,web,教育网,0,3
1590822840,5,0,1,gamelive,电信,18,18
1590822840,7,8000,1,ios,移动,24,721
1590822840,13,500,1,ios,海外,2,16
1590822840,15,2000,0,ios,电信,9,34
1590822840,3,4000,0,adr_tv,海外,0,27
1590822840,7,8000,0,adr_tv,联通,0,54
1590822840,15,2000,1,adr,联通,13,718
1590822840,7,8000,1,ipad,电信,5,948
1590822840,3,500,1,webh5,教育网,0,8
1590822840,6,500,1,webh5,移动,1,1453
1590822840,7,4000,0,webh5,移动,4,625
1590822840,8,0,0,adr,联通,1,44
1590822840,5,2000,0,web,电信,0,2
1590822840,13,2000,1,adr,小运营商,2,94
1590822840,3,500,1,ipad,小运营商,1,9
1590822840,8,0,1,ios,电信,24,520
1590822840,6,2000,0,ios,海外,0,15
1590822840,8,8000,1,webh5,小运营商,1,56
1590822840,5,4000,1,adr,联通,94,7488
1590822840,8,2000,0,webh5,教育网,0,24
1590822840,3,4000,1,ios,海外,14,384
1590822840,255,4000,1,ios,联通,0,6
1590822840,7,500,0,gamelive,联通,1,4
1590822840,13,4000,1,webh5,教育网,0,15
1590822840,6,8000,0,adr,电信,0,9
1590822840,7,2000,1,ipad,小运营商,6,319
1590822840,15,8000,0,pc_exe,联通,1,193
1590822840,6,500,0,gamelive,电信,0,12
1590822840,3,4000,0,pc_exe,小运营商,2,192
1590822840,6,8000,1,ios,联通,31,1067
1590822840,5,4000,1,pc_exe,电信,2,141
1590822840,7,8000,0,pc_exe,移动,8,2850
1590822840,7,2000,1,webh5,教育网,0,105
1590822840,15,8000,1,webh5,联通,0,44
1590822840,6,500,1,gamelive,移动,0,6
1590822840,5,4000,0,ios,电信,12,89
1590822840,4,500,1,ios,电信,1,2
1590822840,8,8000,0,ios,移动,1,13
1590822840,8,500,0,ios,小运营商,1,2
1590822840,13,4000,0,ios,移动,0,18
1590822840,7,8000,0,adr_tv,电信,0,84
1590822840,3,500,1,pc_exe,电信,1,14
1590822840,5,2000,0,webh5,移动,0,230
1590822840,3,4000,1,ipad,移动,3,410
1590822840,7,4000,1,ipad,教育网,0,15
1590822840,5,2000,1,adr,小运营商,22,1232
1590822840,13,4000,1,webh5,电信,0,834
1590822840,5,500,0,pc_exe,教育网,0,3
