min,line,coderate,p2p,platform,isp,value,cnt
1590840240,5,2000,0,pc_exe,电信,0,11
1590840240,3,8000,0,webh5,电信,0,3
1590840240,5,8000,1,ipad,联通,0,3
1590840240,3,2000,0,adr,电信,0,3
1590840240,3,500,1,ios,海外,0,1
1590840240,5,8000,1,adr,电信,0,30
1590840240,3,2000,1,webh5,移动,0,5
1590840240,7,2000,0,adr,小运营商,3,3
1590840240,3,8000,0,ios,海外,0,1
1590840240,5,2000,1,ios,海外,1,3
1590840240,5,500,0,adr,电信,0,3
1590840240,5,4000,1,adr,移动,0,57
1590840240,7,4000,1,webh5,联通,0,10
1590840240,7,2000,1,webh5,小运营商,0,57
1590840240,5,2000,0,pc_exe,联通,0,5
1590840240,7,4000,1,ipad,电信,1,9
1590840240,3,2000,0,adr_tv,移动,0,5
1590840240,3,8000,1,pc_exe,联通,0,9
1590840240,7,2000,1,ipad,联通,3,76
1590840240,7,8000,1,adr,电信,2,94
1590840240,7,2000,0,pc_exe,小运营商,0,4
1590840240,7,500,1,webh5,移动,1,54
1590840240,5,2000,1,webh5,电信,0,9
1590840240,3,8000,1,pc_exe,电信,2,10
1590840240,7,0,0,adr_tv,电信,0,24
1590840240,7,0,0,adr,移动,0,9
1590840240,5,8000,1,adr,联通,0,21
1590840240,5,500,1,adr,联通,4,36
1590840240,7,8000,1,ios,电信,0,14
1590840240,3,8000,0,pc_exe,移动,0,18
1590840240,3,2000,1,webh5,联通,0,8
1590840240,5,2000,1,pc_exe,移动,0,3
1590840240,3,500,0,adr,联通,0,9
1590840240,7,8000,1,ipad,移动,0,3
1590840240,7,4000,0,adr,电信,2,8
1590840240,7,2000,0,adr_tv,联通,6,7
1590840240,7,500,1,adr,移动,26,437
1590840240,3,2000,1,adr,移动,5,199
1590840240,3,2000,0,ios,移动,0,2
1590840240,3,2000,1,webh5,海外,0,3
1590840240,3,4000,1,ios,海外,0,1
1590840240,3,8000,0,web,电信,0,9
1590840240,5,500,1,ipad,电信,0,1
1590840240,7,2000,0,adr,联通,2,3
1590840240,7,500,1,webh5,联通,0,24
1590840240,7,2000,1,pc_exe,移动,10,124
1590840240,3,2000,1,ipad,电信,0,3
1590840240,5,4000,0,adr,电信,0,3
1590840240,5,500,1,adr,移动,0,72
1590840240,3,4000,0,pc_exe,电信,0,3
1590840240,3,4000,1,webh5,电信,0,3
1590840240,7,2000,0,adr_tv,移动,14,17
1590840240,5,4000,1,adr,联通,0,29
1590840240,7,4000,0,pc_exe,移动,0,18
1590840240,3,4000,1,ios,电信,1,6
1590840240,7,8000,0,pc_exe,联通,0,27
1590840240,7,8000,1,webh5,电信,0,52
1590840240,7,8000,0,pc_exe,电信,0,91
1590840240,7,8000,0,pc_exe,小运营商,0,6
1590840240,5,2000,1,adr,电信,4,307
1590840240,7,500,1,ios,联通,10,64
1590840240,3,2000,1,ios,联通,1,47
1590840240,7,500,1,adr,小运营商,0,20
1590840240,7,4000,1,webh5,移动,0,22
1590840240,7,500,0,adr_tv,电信,0,5
1590840240,7,8000,0,web,电信,0,6
1590840240,7,2000,0,ios,移动,0,2
1590840240,5,4000,1,ios,小运营商,0,2
1590840240,3,2000,0,adr_tv,电信,2,6
1590840240,3,2000,0,adr_tv,联通,1,3
1590840240,7,4000,1,ipad,移动,0,9
1590840240,5,4000,1,ios,移动,0,5
1590840240,3,2000,1,adr,小运营商,0,6
1590840240,7,2000,0,webh5,移动,7,9
1590840240,3,4000,0,web,电信,0,3
1590840240,5,8000,0,ios,联通,0,6
1590840240,7,500,1,ipad,电信,1,7
1590840240,7,2000,1,ios,联通,9,226
1590840240,3,500,1,ios,联通,0,15
1590840240,7,500,0,webh5,移动,0,4
1590840240,3,500,1,adr,小运营商,0,3
1590840240,5,2000,0,ios,移动,0,10
1590840240,7,4000,1,ios,小运营商,0,4
1590840240,7,4000,1,adr,联通,4,145
1590840240,3,500,1,adr,电信,1,41
1590840240,7,2000,0,adr_tv,电信,31,32
1590840240,3,8000,1,webh5,移动,0,2
1590840240,5,4000,0,adr,移动,0,3
1590840240,7,2000,0,adr_tv,小运营商,3,3
1590840240,3,8000,1,ios,移动,0,2
1590840240,5,2000,0,webh5,移动,0,3
1590840240,7,2000,1,adr,小运营商,3,117
1590840240,3,2000,0,webh5,移动,0,1
1590840240,3,4000,0,adr,移动,0,3
1590840240,5,8000,1,webh5,移动,0,6
1590840240,5,500,1,adr,电信,5,48
1590840240,5,500,1,adr,小运营商,0,9
1590840240,7,2000,1,adr,电信,65,1788
1590840240,5,8000,0,pc_exe,联通,0,3
1590840240,5,4000,0,pc_exe,移动,0,8
1590840240,5,8000,1,pc_exe,移动,0,6
1590840240,3,8000,1,ios,海外,0,2
1590840240,7,4000,1,pc_exe,电信,0,3
1590840240,7,500,1,pc_exe,电信,0,3
1590840240,5,500,1,ios,联通,0,10
1590840240,5,2000,0,adr,联通,2,411
1590840240,3,8000,1,adr,联通,0,15
1590840240,7,500,0,ios,电信,0,3
1590840240,7,4000,1,ios,移动,4,82
1590840240,5,2000,0,adr_tv,移动,0,9
1590840240,7,8000,1,ipad,海外,4,4
1590840240,3,8000,0,pc_exe,电信,0,18
1590840240,3,8000,1,webh5,电信,0,4
1590840240,5,2000,1,adr,未知,0,3
1590840240,7,500,0,ios,移动,3,12
1590840240,7,500,0,webh5,电信,0,6
1590840240,3,8000,0,pc_exe,小运营商,0,1
1590840240,3,500,1,adr,海外,1,3
1590840240,7,4000,1,ios,电信,4,81
1590840240,7,2000,0,ipad,联通,0,1
1590840240,5,8000,0,pc_exe,小运营商,0,3
1590840240,3,4000,0,pc_exe,移动,0,6
1590840240,5,8000,1,webh5,电信,0,1
1590840240,3,4000,0,pc_exe,小运营商,0,3
1590840240,3,2000,0,webh5,电信,0,4
1590840240,5,8000,0,pc_exe,电信,0,21
1590840240,3,8000,0,pc_exe,联通,0,3
1590840240,5,8000,1,ios,电信,0,8
1590840240,7,4000,0,webh5,电信,0,4
1590840240,7,2000,1,ios,教育网,0,4
1590840240,5,4000,0,pc_exe,联通,0,3
1590840240,7,2000,0,adr,电信,14,15
1590840240,7,4000,1,ipad,联通,0,9
1590840240,7,500,1,ios,海外,0,2
1590840240,5,8000,0,pc_exe,移动,0,25
1590840240,3,0,0,adr,电信,0,3
1590840240,3,4000,1,webh5,联通,0,3
1590840240,7,2000,1,webh5,移动,1,397
1590840240,7,4000,0,webh5,联通,0,9
1590840240,7,500,1,ipad,联通,0,3
1590840240,5,4000,0,adr,联通,0,9
1590840240,5,4000,1,pc_exe,移动,1,3
1590840240,3,2000,1,webh5,小运营商,0,2
1590840240,3,0,0,adr_tv,电信,0,9
1590840240,7,2000,1,pc_exe,联通,6,94
1590840240,7,8000,1,pc_exe,联通,0,3
1590840240,5,8000,1,adr,移动,0,23
1590840240,5,8000,1,pc_exe,联通,0,3
1590840240,7,0,0,adr,联通,1,3
1590840240,7,8000,1,webh5,移动,0,35
1590840240,7,500,0,webh5,海外,0,6
1590840240,7,2000,0,pc_exe,移动,44,131
1590840240,5,500,0,adr,移动,0,31
1590840240,7,500,0,adr,移动,2,14
1590840240,3,0,1,ipad,电信,0,1
1590840240,5,2000,0,pc_exe,移动,0,10
1590840240,3,8000,1,pc_exe,移动,0,11
1590840240,7,500,1,ipad,小运营商,0,3
1590840240,3,500,1,adr,联通,2,27
1590840240,7,8000,1,ipad,电信,0,8
1590840240,5,4000,1,adr,电信,2,54
1590840240,7,2000,1,ipad,电信,4,210
1590840240,5,500,0,adr,联通,6,205
1590840240,7,2000,1,adr,联通,36,842
1590840240,7,8000,1,ios,移动,0,28
1590840240,3,2000,0,adr,移动,0,5
1590840240,3,2000,1,ipad,联通,0,3
1590840240,7,4000,1,pc_exe,移动,0,9
1590840240,7,500,0,pc_exe,联通,0,9
1590840240,5,2000,1,ipad,移动,0,2
1590840240,7,2000,1,ipad,移动,5,93
1590840240,5,2000,0,adr_tv,电信,0,3
1590840240,7,4000,0,adr_tv,移动,2,21
1590840240,3,4000,1,adr,联通,0,9
1590840240,5,2000,1,ios,移动,2,142
1590840240,7,4000,0,adr,移动,0,6
1590840240,5,8000,1,ios,联通,0,1
1590840240,5,2000,1,adr,小运营商,0,39
1590840240,3,2000,0,ios,联通,0,9
1590840240,3,2000,1,webh5,电信,0,5
1590840240,5,8000,1,pc_exe,电信,0,3
1590840240,3,2000,0,pc_exe,电信,0,1
1590840240,3,2000,0,web,电信,0,3
1590840240,5,500,0,ios,联通,3,48
1590840240,7,500,0,pc_exe,小运营商,0,3
1590840240,7,8000,1,ios,联通,0,8
1590840240,7,500,0,pc_exe,电信,2,13
1590840240,7,500,1,webh5,电信,0,93
1590840240,7,4000,0,adr,联通,0,9
1590840240,5,2000,0,adr_tv,联通,0,3
1590840240,3,4000,1,adr,移动,0,19
1590840240,5,2000,0,adr,电信,0,21
1590840240,3,2000,1,adr,电信,6,150
1590840240,3,8000,1,adr,电信,0,25
1590840240,7,8000,1,pc_exe,电信,1,14
1590840240,7,8000,1,webh5,联通,0,17
1590840240,7,8000,0,webh5,电信,0,6
1590840240,7,500,1,webh5,小运营商,0,6
1590840240,3,500,1,ios,移动,2,25
1590840240,3,500,0,adr,电信,0,5
1590840240,7,8000,1,adr,小运营商,0,6
1590840240,5,2000,1,webh5,移动,0,6
1590840240,7,2000,1,ios,移动,6,463
1590840240,5,4000,0,adr_tv,移动,0,3
1590840240,3,2000,1,ios,海外,3,11
1590840240,7,4000,1,adr,电信,12,354
1590840240,7,500,1,adr,电信,16,385
1590840240,7,2000,1,pc_exe,电信,14,228
1590840240,7,8000,1,adr,联通,0,69
1590840240,7,2000,0,webh5,联通,3,6
1590840240,5,2000,0,adr,海外,0,3
1590840240,7,8000,1,adr,移动,2,95
1590840240,7,2000,1,ios,小运营商,1,32
1590840240,3,2000,1,adr,海外,1,11
1590840240,7,8000,1,pc_exe,移动,0,3
1590840240,7,0,0,adr_tv,移动,0,30
1590840240,3,0,0,adr,联通,0,3
1590840240,3,2000,1,ios,电信,0,75
1590840240,7,4000,0,webh5,移动,0,2
1590840240,7,500,1,adr,联通,12,181
1590840240,3,2000,1,adr,联通,4,105
1590840240,7,2000,0,webh5,海外,0,5
1590840240,3,8000,1,ipad,电信,0,3
1590840240,7,4000,1,adr,教育网,0,3
1590840240,7,500,1,ios,电信,2,73
1590840240,5,0,0,adr_tv,移动,1,3
1590840240,5,4000,1,adr,小运营商,0,3
1590840240,3,4000,1,ios,移动,0,7
1590840240,7,4000,0,ios,移动,1,9
1590840240,3,4000,1,ios,联通,0,1
1590840240,7,500,1,pc_exe,移动,1,3
1590840240,5,500,0,pc_exe,移动,0,9
1590840240,3,4000,1,pc_exe,电信,0,3
1590840240,7,0,0,adr_tv,小运营商,0,1
1590840240,5,2000,1,ios,小运营商,0,5
1590840240,5,500,1,ios,电信,2,20
1590840240,5,4000,0,adr_tv,电信,0,6
1590840240,3,4000,1,adr,电信,0,25
1590840240,5,2000,1,adr,联通,8,236
1590840240,7,2000,0,adr,海外,3,3
1590840240,3,4000,0,adr_tv,电信,0,3
1590840240,5,0,1,ipad,电信,0,1
1590840240,5,2000,1,adr,移动,6,371
1590840240,7,2000,0,webh5,电信,9,15
1590840240,5,0,0,adr,联通,0,9
1590840240,7,500,0,ipad,电信,0,6
1590840240,5,2000,1,ios,联通,4,67
1590840240,3,4000,1,webh5,移动,0,1
1590840240,7,2000,0,adr,移动,10,13
1590840240,7,2000,1,ipad,小运营商,2,15
1590840300,5,2000,0,pc_exe,联通,0,7
1590840300,3,4000,0,pc_exe,小运营商,0,3
1590840300,7,4000,1,ipad,移动,0,9
1590840300,7,4000,1,adr,电信,11,372
1590840300,3,8000,1,pc_exe,联通,0,7
1590840300,7,500,0,ipad,电信,0,6
1590840300,3,500,1,adr,联通,0,22
1590840300,7,500,0,adr,移动,1,15
1590840300,7,4000,0,adr,联通,0,6
1590840300,7,2000,0,ipad,移动,0,1
1590840300,5,8000,0,pc_exe,小运营商,0,3
1590840300,7,2000,0,adr_tv,联通,9,10
1590840300,5,500,1,ios,海外,0,2
1590840300,7,8000,1,ipad,海外,0,1
1590840300,3,500,0,adr,联通,0,9
1590840300,7,4000,0,pc_exe,联通,1,6
1590840300,5,4000,0,adr_tv,电信,0,6
1590840300,7,8000,0,pc_exe,移动,0,84
1590840300,7,4000,0,adr,电信,1,8
1590840300,3,8000,0,pc_exe,联通,0,3
1590840300,7,500,1,ios,海外,0,1
1590840300,7,2000,0,adr,电信,15,17
1590840300,7,4000,1,ios,小运营商,1,6
1590840300,5,4000,0,adr,联通,3,14
1590840300,5,8000,1,pc_exe,移动,0,6
1590840300,3,2000,1,webh5,小运营商,0,3
1590840300,7,2000,1,ios,小运营商,0,26
1590840300,3,4000,0,pc_exe,移动,1,8
1590840300,7,8000,0,ipad,海外,1,2
1590840300,7,500,1,adr,移动,13,442
1590840300,5,4000,1,adr,联通,0,28
1590840300,3,2000,1,adr,移动,2,198
1590840300,7,4000,0,adr_tv,电信,5,24
1590840300,5,4000,1,ios,小运营商,0,3
1590840300,3,4000,1,webh5,电信,0,3
1590840300,5,2000,0,adr,电信,0,27
1590840300,3,8000,1,adr,电信,0,27
1590840300,7,8000,1,pc_exe,移动,0,3
1590840300,7,2000,0,adr_tv,小运营商,3,3
1590840300,7,8000,0,web,电信,0,6
1590840300,3,4000,1,ios,联通,0,1
1590840300,7,8000,1,adr,移动,3,88
1590840300,3,2000,1,webh5,海外,0,3
1590840300,5,4000,1,ios,移动,0,6
1590840300,3,4000,0,web,电信,0,5
1590840300,3,4000,1,ios,电信,0,10
1590840300,3,2000,1,webh5,电信,0,6
1590840300,7,2000,0,webh5,移动,1,11
1590840300,5,2000,1,adr,联通,8,237
1590840300,7,500,1,ios,电信,3,83
1590840300,7,2000,0,adr,海外,3,3
1590840300,7,8000,1,webh5,电信,0,52
1590840300,7,8000,1,ios,电信,1,16
1590840300,7,4000,0,ios,移动,0,21
1590840300,7,500,1,webh5,电信,0,95
1590840300,5,8000,1,ipad,联通,0,3
1590840300,7,2000,0,pc_exe,电信,41,220
1590840300,5,500,0,adr,移动,1,25
1590840300,3,8000,0,pc_exe,电信,0,23
1590840300,3,2000,1,ios,电信,1,96
1590840300,5,4000,1,adr,电信,1,58
1590840300,5,2000,1,webh5,移动,0,6
1590840300,7,8000,0,pc_exe,小运营商,0,6
1590840300,7,2000,0,pc_exe,联通,19,62
1590840300,3,500,0,pc_exe,电信,0,2
1590840300,5,0,0,adr,联通,0,8
1590840300,3,4000,1,webh5,联通,0,2
1590840300,7,4000,0,pc_exe,电信,0,43
1590840300,7,8000,0,webh5,电信,0,2
1590840300,3,4000,1,adr,移动,1,21
1590840300,3,2000,0,adr_tv,移动,1,8
1590840300,7,500,0,pc_exe,移动,0,8
1590840300,3,2000,0,adr,移动,0,5
1590840300,5,8000,1,adr,移动,0,19
1590840300,3,2000,1,webh5,联通,0,7
1590840300,7,0,0,adr_tv,电信,1,24
1590840300,5,8000,0,ios,联通,0,6
1590840300,3,2000,1,ios,联通,1,50
1590840300,7,500,1,ios,联通,0,51
1590840300,7,500,1,webh5,联通,1,23
1590840300,5,500,1,ios,电信,1,24
1590840300,3,500,0,adr,电信,0,5
1590840300,5,2000,0,adr,海外,0,3
1590840300,7,0,0,adr_tv,联通,0,20
1590840300,5,4000,0,pc_exe,海外,0,3
1590840300,3,8000,1,pc_exe,电信,0,12
1590840300,5,2000,0,pc_exe,电信,0,12
1590840300,3,2000,1,ios,海外,1,10
1590840300,7,500,0,adr_tv,移动,0,12
1590840300,7,2000,1,webh5,移动,0,400
1590840300,5,0,0,adr_tv,电信,0,6
1590840300,7,2000,1,ipad,移动,3,92
1590840300,7,2000,0,adr_tv,电信,29,31
1590840300,7,2000,1,adr,联通,37,851
1590840300,7,500,1,adr,海外,2,6
1590840300,7,500,0,webh5,联通,0,1
1590840300,5,2000,1,adr,电信,4,311
1590840300,7,500,0,pc_exe,小运营商,0,3
1590840300,5,2000,0,adr,联通,6,431
1590840300,5,2000,1,ios,联通,1,55
1590840300,5,2000,0,adr_tv,移动,0,9
1590840300,7,8000,1,ios,移动,0,22
1590840300,5,500,1,adr,移动,2,73
1590840300,7,2000,1,pc_exe,联通,4,94
1590840300,5,2000,1,ios,小运营商,0,3
1590840300,5,4000,0,adr,电信,0,3
1590840300,7,4000,1,ios,电信,4,91
1590840300,7,2000,0,adr,小运营商,3,3
1590840300,7,500,0,webh5,电信,0,4
1590840300,3,500,1,adr,海外,1,3
1590840300,3,8000,1,webh5,移动,0,2
1590840300,3,4000,0,pc_exe,电信,0,3
1590840300,5,2000,0,webh5,移动,0,6
1590840300,3,500,0,adr_tv,移动,0,1
1590840300,5,2000,0,adr_tv,联通,0,3
1590840300,7,0,0,webh5,联通,0,3
1590840300,5,2000,1,adr,未知,0,3
1590840300,3,2000,0,ios,移动,0,3
1590840300,3,8000,0,web,电信,1,7
1590840300,3,2000,0,pc_exe,海外,0,1
1590840300,5,2000,1,ipad,移动,0,3
1590840300,7,2000,0,adr_tv,移动,7,14
1590840300,7,2000,1,ios,联通,9,243
1590840300,7,2000,1,pc_exe,电信,6,227
1590840300,3,2000,1,ipad,联通,0,3
1590840300,5,8000,1,ios,电信,1,6
1590840300,3,500,1,ios,联通,0,12
1590840300,7,4000,1,adr,教育网,0,3
1590840300,7,2000,1,webh5,联通,0,234
1590840300,255,0,2,webh5,电信,0,1
1590840300,3,8000,1,adr,小运营商,0,1
1590840300,3,4000,1,webh5,移动,0,2
1590840300,7,2000,0,ios,电信,4,6
1590840300,7,4000,1,adr,小运营商,0,11
1590840300,7,4000,1,ipad,电信,0,9
1590840300,5,500,0,adr,联通,2,214
1590840300,5,8000,0,pc_exe,联通,0,3
1590840300,5,8000,0,pc_exe,电信,0,21
1590840300,7,2000,1,ipad,联通,2,78
1590840300,5,2000,1,ios,教育网,0,3
1590840300,5,4000,0,pc_exe,移动,0,7
1590840300,5,2000,1,adr,移动,3,396
1590840300,5,500,1,ios,小运营商,0,3
1590840300,7,2000,1,webh5,教育网,0,3
1590840300,7,2000,0,pc_exe,小运营商,0,8
1590840300,7,8000,1,adr,联通,0,66
1590840300,7,2000,0,webh5,电信,2,15
1590840300,7,4000,0,webh5,联通,0,6
1590840300,3,4000,1,adr,联通,0,11
1590840300,3,8000,1,adr,联通,0,15
1590840300,3,2000,0,webh5,电信,0,3
1590840300,5,4000,1,ios,电信,0,25
1590840300,5,2000,0,adr_tv,电信,0,3
1590840300,3,0,0,adr,电信,0,3
1590840300,3,2000,1,adr,海外,1,11
1590840300,3,8000,1,ipad,电信,0,3
1590840300,3,4000,1,ios,移动,1,3
1590840300,7,2000,1,pc_exe,移动,5,116
1590840300,7,500,1,pc_exe,电信,0,3
1590840300,7,2000,1,ipad,海外,0,3
1590840300,7,-1,0,adr_tv,移动,0,1
1590840300,7,4000,0,adr,移动,1,6
1590840300,7,500,1,adr,电信,11,388
1590840300,3,2000,1,adr,电信,4,160
1590840300,7,4000,1,webh5,电信,0,28
1590840300,7,500,1,ipad,联通,0,3
1590840300,7,4000,1,ios,移动,0,74
1590840300,5,4000,0,pc_exe,联通,1,3
1590840300,7,2000,1,pc_exe,小运营商,0,12
1590840300,5,8000,0,pc_exe,移动,0,27
1590840300,5,2000,1,ipad,联通,0,3
1590840300,7,8000,0,pc_exe,电信,0,94
1590840300,3,8000,1,ios,电信,0,8
1590840300,3,2000,0,webh5,移动,0,2
1590840300,5,4000,1,adr,小运营商,0,3
1590840300,5,2000,0,ios,电信,0,9
1590840300,7,8000,1,webh5,移动,0,35
1590840300,7,500,0,ios,联通,0,2
1590840300,3,4000,0,adr,移动,0,3
1590840300,7,2000,1,adr,教育网,0,6
1590840300,7,500,1,pc_exe,移动,0,3
1590840300,3,2000,1,adr,小运营商,0,11
1590840300,3,2000,1,ipad,电信,0,4
1590840300,7,500,1,webh5,小运营商,0,6
1590840300,5,2000,1,ipad,小运营商,0,3
1590840300,5,4000,0,adr_tv,联通,2,3
1590840300,3,2000,0,ios,联通,2,9
1590840300,5,8000,1,ios,联通,0,2
1590840300,7,4000,1,adr,联通,1,152
1590840300,3,0,0,adr_tv,移动,0,14
1590840300,5,4000,0,ios,联通,0,3
1590840300,3,500,1,adr,电信,0,44
1590840300,7,500,1,adr,小运营商,0,18
1590840300,7,500,1,ipad,电信,0,6
1590840300,3,2000,0,ios,海外,0,7
1590840300,7,2000,1,ios,移动,6,452
1590840300,3,500,1,ios,移动,1,26
1590840300,7,4000,1,pc_exe,电信,0,3
1590840300,7,500,0,webh5,海外,0,9
1590840300,3,2000,0,adr_tv,联通,0,3
1590840300,7,2000,1,adr,电信,50,1769
1590840300,7,500,0,webh5,移动,0,3
1590840300,5,500,1,ios,联通,0,12
1590840300,3,2000,1,ios,小运营商,1,15
1590840300,7,8000,0,pc_exe,联通,0,27
1590840300,7,500,0,adr,联通,0,6
1590840300,7,500,1,ipad,移动,0,6
1590840300,7,500,0,adr_tv,电信,0,3
1590840300,7,2000,1,ios,教育网,0,4
1590840300,3,8000,1,ios,移动,1,8
1590840300,5,2000,1,pc_exe,移动,0,3
1590840300,7,500,0,ios,电信,0,3
1590840300,3,8000,0,pc_exe,移动,0,18
1590840300,5,4000,0,adr,移动,0,3
1590840300,3,8000,1,ios,海外,0,2
1590840300,5,500,1,adr,电信,4,54
1590840300,5,2000,0,ios,移动,0,9
1590840300,5,500,0,pc_exe,移动,0,10
1590840300,7,4000,0,pc_exe,移动,0,22
1590840300,7,2000,1,adr,移动,68,2011
1590840300,7,4000,1,webh5,移动,1,22
1590840300,3,8000,1,webh5,电信,0,3
1590840300,3,2000,0,adr_tv,电信,1,6
1590840300,5,2000,0,webh5,电信,0,2
1590840300,7,0,0,adr,移动,0,12
1590840300,7,8000,1,ipad,电信,0,9
1590840300,3,500,1,adr,移动,0,40
1590840300,5,8000,1,adr,联通,2,22
1590840300,7,8000,1,adr,小运营商,0,6
1590840300,3,2000,0,adr,联通,0,29
1590840300,5,4000,0,pc_exe,电信,0,9
1590840300,7,4000,1,ios,海外,0,9
1590840300,7,500,1,ios,小运营商,0,6
1590840300,5,500,0,adr_tv,移动,0,5
1590840300,3,2000,1,ipad,移动,0,13
1590840300,7,500,0,ios,移动,0,6
1590840300,5,8000,1,webh5,移动,0,4
1590840300,7,2000,1,ipad,电信,4,210
1590840300,7,0,0,adr_tv,移动,2,32
1590840300,7,2000,0,webh5,小运营商,1,2
1590840300,7,2000,1,ios,电信,14,613
1590840300,7,8000,0,webh5,移动,0,3
1590840300,5,500,1,adr,小运营商,0,9
1590840300,3,2000,0,pc_exe,电信,0,5
1590840300,5,8000,1,pc_exe,电信,0,3
1590840300,5,2000,1,webh5,小运营商,0,2
1590840300,7,500,0,adr,电信,0,9
1590840300,7,500,1,webh5,移动,0,53
1590840300,7,500,0,pc_exe,联通,0,11
1590840300,3,4000,0,ios,移动,0,5
1590840300,5,2000,1,ios,移动,3,154
1590840300,3,500,1,ios,电信,1,12
1590840300,7,2000,0,ios,联通,3,3
1590840300,3,4000,1,adr,电信,0,26
1590840300,5,500,1,adr,联通,8,36
1590840300,7,2000,0,webh5,联通,2,6
1590840300,3,2000,0,web,电信,0,3
1590840300,7,4000,1,ios,联通,1,53
1590840300,7,8000,1,pc_exe,联通,0,3
1590840300,5,500,0,adr,电信,0,3
1590840300,7,500,0,pc_exe,电信,0,13
1590840300,5,4000,1,ios,联通,0,6
1590840300,7,0,0,webh5,电信,0,3
1590840300,3,500,1,adr,小运营商,0,3
1590840300,7,4000,0,adr_tv,联通,0,9
1590840300,3,2000,1,webh5,移动,0,7
1590840300,7,8000,1,webh5,联通,0,18
1590840300,7,8000,1,ipad,移动,0,3
1590840300,7,8000,1,ios,联通,0,6
1590840300,7,2000,1,ipad,小运营商,0,12
1590840300,5,4000,1,pc_exe,移动,0,3
1590840300,3,500,0,ios,联通,0,6
1590840300,5,8000,1,pc_exe,联通,0,3
1590840300,7,4500,1,ios,电信,0,4
1590840300,3,8000,1,adr,移动,2,25
1590840300,5,2000,1,ios,电信,1,132
1590840300,7,2000,1,adr,小运营商,10,140
1590840300,7,8000,1,pc_exe,电信,0,15
1590840300,3,4000,0,adr_tv,电信,0,3
1590840300,7,2000,0,webh5,海外,2,5
1590840300,7,2000,1,webh5,电信,1,631
