min,cdn,bitrate,p2p,device,isp,value,cnt
1590862680,5,2000,0,adr_tv,海外,0,3
1590862680,3,6000,1,webh5,联通,0,3
1590862680,5,4000,1,webh5,小运营商,0,6
1590862680,5,4000,1,pc_exe,电信,0,65
1590862680,3,4000,0,ios,联通,3,3
1590862680,3,500,0,web,电信,0,6
1590862680,5,2000,0,adr_tv,移动,0,12
1590862680,5,2000,1,ipad,联通,0,24
1590862680,5,4000,1,webh5,电信,1,403
1590862680,5,2000,1,pc_exe,移动,0,27
1590862680,5,500,1,adr,电信,5,235
1590862680,3,4000,1,adr,电信,0,74
1590862680,5,2000,1,pc_exe,海外,0,7
1590862680,3,500,0,adr,移动,1,10
1590862680,5,4000,1,adr,联通,7,369
1590862680,5,2000,0,adr_tv,联通,0,6
1590862680,5,2000,0,ios,移动,0,5
1590862680,3,4000,1,ios,联通,0,9
1590862680,5,6000,1,ipad,联通,0,12
1590862680,5,6000,1,ios,移动,2,37
1590862680,3,2000,1,adr,小运营商,0,12
1590862680,5,0,0,adr_tv,移动,1,15
1590862680,5,2000,0,pc_exe,移动,0,19
1590862680,5,2000,1,adr,小运营商,0,40
1590862680,5,6000,0,pc_exe,海外,0,1
1590862680,3,500,0,adr,电信,0,3
1590862680,3,4000,1,webh5,电信,0,6
1590862680,5,6000,1,ipad,移动,0,9
1590862680,5,2000,1,adr,联通,4,430
1590862680,5,0,0,adr,电信,0,3
1590862680,5,4000,1,pc_exe,小运营商,0,3
1590862680,3,6000,1,webh5,电信,0,11
1590862680,5,4000,0,adr,小运营商,0,3
1590862680,5,2000,0,adr,移动,0,15
1590862680,3,4000,1,ios,电信,0,30
1590862680,5,4000,0,adr,电信,0,9
1590862680,5,500,1,ios,电信,3,71
1590862680,5,6000,0,pc_exe,移动,0,10
1590862680,5,2000,1,ipad,海外,0,14
1590862680,5,4000,1,pc_exe,联通,1,20
1590862680,5,2000,1,webh5,小运营商,0,12
1590862680,5,6000,0,pc_exe,联通,0,9
1590862680,5,4000,1,pc_exe,移动,1,18
1590862680,3,2000,1,ipad,移动,0,11
1590862680,5,2000,1,webh5,电信,5,301
1590862680,3,2000,1,adr,电信,3,94
1590862680,3,2000,1,ios,移动,1,45
1590862680,3,2000,0,ios,联通,0,6
1590862680,3,4000,1,pc_exe,小运营商,0,6
1590862680,5,4000,0,ios,联通,0,6
1590862680,5,2000,1,adr,电信,9,969
1590862680,3,500,1,ios,联通,0,11
1590862680,5,4000,1,webh5,联通,0,92
1590862680,5,4000,1,adr,海外,0,3
1590862680,3,6000,1,pc_exe,电信,1,9
1590862680,5,500,1,webh5,海外,0,3
1590862680,5,4000,1,ios,联通,3,105
1590862680,5,2000,1,ipad,电信,0,49
1590862680,3,6000,1,ipad,电信,0,3
1590862680,5,4000,1,adr,电信,12,848
1590862680,3,2000,1,webh5,电信,0,3
1590862680,5,4000,1,ios,小运营商,0,20
1590862680,5,4000,0,webh5,电信,0,2
1590862680,5,500,0,ipad,移动,0,3
1590862680,3,500,0,pc_exe,电信,0,3
1590862680,5,0,0,adr_tv,联通,0,3
1590862680,3,500,0,webh5,移动,0,2
1590862680,5,2000,1,ipad,小运营商,0,9
1590862680,5,2000,0,webh5,移动,0,1
1590862680,5,500,0,adr,联通,0,71
1590862680,5,500,0,adr,移动,0,38
1590862680,5,4000,0,webh5,移动,0,2
1590862680,5,2000,0,pc_exe,电信,0,41
1590862680,3,6000,1,ios,移动,0,6
1590862680,3,2000,1,webh5,海外,0,6
1590862680,5,2000,0,pc_exe,海外,0,3
1590862680,3,2000,0,web,移动,0,3
1590862680,3,500,1,adr,移动,0,36
1590862680,5,6000,1,adr,电信,2,211
1590862680,5,4000,0,adr_tv,小运营商,0,3
1590862680,5,6000,1,ipad,小运营商,0,3
1590862680,3,6000,1,ipad,移动,0,3
1590862680,5,6000,1,ipad,电信,0,35
1590862680,5,500,0,adr_tv,电信,0,3
1590862680,5,2000,1,ios,海外,0,10
1590862680,3,6000,0,web,移动,0,6
1590862680,5,500,1,adr,移动,1,365
1590862680,5,2000,1,pc_exe,电信,0,58
1590862680,5,4000,1,webh5,移动,0,91
1590862680,5,2000,1,webh5,海外,0,9
1590862680,5,500,0,pc_exe,电信,0,3
1590862680,3,6000,1,adr,联通,0,21
1590862680,3,6000,0,pc_exe,移动,0,3
1590862680,5,2000,1,ios,移动,12,330
1590862680,5,4000,0,adr_tv,电信,1,9
1590862680,3,2000,1,ipad,电信,0,3
1590862680,3,4000,1,adr,小运营商,0,3
1590862680,5,2000,1,adr,移动,4,803
1590862680,3,2000,1,ipad,联通,0,3
1590862680,5,2000,0,ios,电信,0,7
1590862680,5,2000,0,ios,联通,0,78
1590862680,255,0,2,webh5,电信,0,3
1590862680,3,500,1,webh5,移动,0,2
1590862680,5,500,1,pc_exe,电信,0,3
1590862740,5,4000,1,webh5,小运营商,0,6
1590862740,5,4000,1,adr,海外,0,3
1590862740,3,4000,1,pc_exe,联通,0,3
1590862740,5,2000,1,pc_exe,海外,0,4
1590862740,3,4000,1,webh5,电信,0,6
1590862740,5,6000,1,adr,小运营商,0,6
1590862740,5,500,0,adr_tv,移动,0,6
1590862740,5,6000,1,ios,联通,0,21
1590862740,5,500,1,ios,小运营商,0,9
1590862740,3,6000,1,ipad,联通,0,4
1590862740,5,4000,1,ios,移动,5,174
1590862740,5,6000,1,ipad,小运营商,0,3
1590862740,5,6000,0,pc_exe,移动,0,10
1590862740,5,500,1,ios,联通,1,33
1590862740,5,4000,0,pc_exe,电信,0,54
1590862740,3,2000,1,ipad,电信,0,3
1590862740,5,6000,1,webh5,移动,3,25
1590862740,5,2000,1,ipad,海外,0,12
1590862740,3,6000,1,pc_exe,移动,0,6
1590862740,5,500,0,ipad,移动,0,3
1590862740,5,6000,1,ios,小运营商,0,1
1590862740,3,2000,0,ios,移动,0,3
1590862740,5,4000,1,pc_exe,联通,0,19
1590862740,5,2000,1,pc_exe,小运营商,0,3
1590862740,5,6000,1,webh5,教育网,0,3
1590862740,5,0,0,adr_tv,电信,0,30
1590862740,3,6000,1,ios,小运营商,0,3
1590862740,3,500,1,webh5,移动,0,2
1590862740,5,2000,0,ios,移动,0,6
1590862740,3,6000,1,webh5,移动,0,6
1590862740,5,2000,1,webh5,海外,0,7
1590862740,5,500,1,adr,小运营商,0,12
1590862740,5,4000,1,ipad,移动,0,6
1590862740,5,500,0,adr,电信,0,16
1590862740,5,4000,1,ipad,联通,0,3
1590862740,5,2000,0,adr_tv,电信,0,9
1590862740,3,500,0,adr,移动,0,12
1590862740,3,2000,1,webh5,海外,0,6
1590862740,3,500,0,adr_tv,电信,0,3
1590862740,5,2000,1,adr,未知,0,3
1590862740,3,4000,1,adr,电信,0,81
1590862740,5,500,0,ios,移动,0,3
1590862740,5,4000,0,adr,联通,0,15
1590862740,3,2000,1,adr,小运营商,0,12
1590862740,5,4000,1,webh5,联通,1,95
1590862740,5,6000,1,pc_exe,移动,0,6
1590862740,5,500,1,adr,联通,0,106
1590862740,5,500,1,webh5,移动,0,6
1590862740,3,4000,1,adr,海外,2,6
1590862740,5,2000,0,adr_tv,海外,0,3
1590862740,5,2000,0,webh5,电信,0,8
1590862740,3,4000,1,adr,移动,0,104
1590862740,3,500,1,ios,联通,1,16
1590862740,5,500,1,webh5,海外,0,3
1590862740,3,6000,1,ipad,电信,0,3
1590862740,5,4000,1,ios,海外,0,2
1590862740,5,2000,1,ios,小运营商,0,23
1590862740,3,0,0,adr_tv,电信,0,3
1590862740,3,6000,1,adr,联通,0,20
1590862740,3,0,0,adr,电信,0,1
1590862740,5,2000,0,adr_tv,移动,0,12
1590862740,3,4000,0,ios,联通,2,3
1590862740,5,2000,1,ios,联通,4,162
1590862740,255,0,2,webh5,电信,1,2
1590862740,5,4000,0,webh5,移动,0,5
1590862740,3,4000,0,pc_exe,移动,0,2
1590862740,5,2000,1,adr,小运营商,0,41
1590862740,5,4000,0,pc_exe,小运营商,0,6
1590862740,3,6000,1,ios,联通,0,7
1590862740,3,2000,1,adr,联通,0,39
1590862740,5,4000,0,pc_exe,移动,0,21
1590862740,3,2000,0,web,移动,0,3
1590862740,5,4000,1,adr,移动,15,582
1590862740,5,6000,1,adr,联通,0,61
1590862740,3,4000,1,ios,移动,0,22
1590862740,3,4000,1,ios,电信,0,33
1590862740,5,2000,0,pc_exe,联通,0,15
1590862740,5,4000,0,adr,小运营商,0,3
1590862740,3,500,0,adr,电信,0,3
1590862740,5,2000,0,ios,电信,0,9
1590862740,5,2000,1,pc_exe,移动,0,24
1590862740,3,0,0,adr_tv,移动,0,9
1590862740,3,4000,1,ipad,移动,0,7
1590862740,5,2000,0,ipad,小运营商,0,2
1590862740,5,6000,1,pc_exe,电信,2,18
1590862740,3,500,1,adr,联通,0,15
1590862740,3,500,0,web,电信,0,6
1590862740,5,2000,1,adr,联通,7,450
1590862740,3,2000,1,pc_exe,电信,0,3
1590862740,5,500,0,adr,海外,0,3
1590862740,5,2000,0,webh5,联通,0,4
1590862740,5,500,1,pc_exe,电信,0,3
1590862740,5,2000,0,adr,电信,0,35
1590862740,5,2000,0,adr,移动,0,24
1590862740,5,4000,1,ios,电信,8,363
1590862740,5,2000,1,ipad,电信,1,54
1590862740,5,6000,1,pc_exe,联通,0,15
1590862740,3,6000,0,web,移动,0,6
1590862740,3,6000,1,ios,电信,0,3
1590862740,3,2000,0,ipad,电信,0,3
1590862740,3,2000,1,ios,移动,0,43
1590862740,3,500,0,webh5,移动,0,2
1590862740,3,2000,1,adr,移动,2,89
1590862740,5,4000,0,adr,移动,0,24
1590862740,5,6000,1,webh5,联通,1,17
1590862740,5,500,1,adr,电信,8,245
1590862740,5,4000,0,adr_tv,小运营商,0,1
1590862740,5,4000,0,adr_tv,电信,1,9
1590862740,3,4000,1,pc_exe,电信,0,3
1590862740,3,4000,1,webh5,海外,0,6
1590862740,5,6000,1,adr,电信,1,217
1590862740,3,6000,0,pc_exe,移动,0,3
1590862740,5,500,1,webh5,联通,0,21
1590862740,5,2000,0,pc_exe,电信,0,44
1590862740,5,500,0,ios,联通,0,22
1590862740,5,6000,1,ios,电信,4,56
1590862740,5,500,1,webh5,电信,0,57
1590862740,5,2000,0,adr_tv,联通,0,6
1590862740,3,2000,1,ios,电信,1,14
1590862740,5,500,0,pc_exe,电信,0,4
1590862740,5,2000,0,pc_exe,海外,0,3
1590862740,5,2000,1,adr,海外,0,24
1590862740,3,500,0,pc_exe,电信,0,3
1590862740,3,2000,1,webh5,联通,0,5
1590862740,5,4000,1,pc_exe,小运营商,1,6
1590862740,3,2000,0,adr,联通,0,10
1590862740,5,6000,1,ipad,移动,0,9
1590862740,5,4000,1,adr,小运营商,0,61
1590862740,3,2000,1,ipad,联通,0,3
1590862740,3,6000,1,adr,移动,0,18
1590862740,5,2000,1,ipad,小运营商,1,9
1590862740,5,2000,0,pc_exe,移动,0,19
1590862740,3,500,1,ios,移动,0,19
1590862740,5,2000,1,ipad,移动,0,38
1590862740,5,4000,1,pc_exe,移动,0,18
1590862740,3,4000,1,adr,联通,0,38
1590862740,5,2000,1,webh5,联通,0,67
1590862740,5,6000,1,ipad,联通,0,12
1590862740,5,2000,0,ios,联通,0,87
1590862740,5,2000,1,pc_exe,联通,0,12
1590862740,3,6000,1,webh5,电信,0,12
1590862740,3,6000,0,pc_exe,电信,0,9
1590862740,3,500,0,adr,联通,0,6
1590862740,3,2000,1,adr,电信,0,97
1590862740,5,500,1,adr,海外,0,8
1590862740,3,6000,1,adr,电信,0,39
1590862740,3,500,1,ios,电信,0,15
1590862740,3,2000,0,pc_exe,电信,0,2
1590862740,5,2000,1,webh5,小运营商,0,12
1590862740,5,4000,1,pc_exe,电信,3,70
1590862740,5,2000,1,ios,移动,8,369
1590862740,3,2000,0,ios,联通,0,6
1590862740,5,4000,1,ios,小运营商,1,17
1590862740,5,4000,0,adr_tv,移动,3,6
1590862740,3,2000,1,webh5,电信,0,3
1590862740,5,2000,1,ios,海外,1,9
1590862740,5,500,0,adr,联通,1,77
1590862740,3,6000,1,ios,移动,0,6
1590862740,3,4000,1,ios,联通,0,11
1590862740,5,6000,1,webh5,电信,1,84
1590862740,5,500,1,ipad,联通,0,3
1590862740,3,4000,1,ios,小运营商,0,2
1590862740,3,6000,1,pc_exe,联通,0,8
1590862740,5,2000,1,webh5,电信,2,296
1590862740,5,4000,1,ipad,电信,0,12
1590862740,5,6000,0,pc_exe,电信,0,17
1590862740,5,500,1,adr,移动,2,383
1590862740,5,500,1,ios,电信,0,69
1590862740,5,4000,1,ios,联通,1,108
1590862740,5,2000,1,adr,电信,17,1025
1590862740,5,6000,1,ios,移动,0,40
1590862740,5,4000,0,webh5,电信,0,4
1590862740,3,500,1,adr,移动,0,39
1590862740,5,2000,0,webh5,移动,0,3
1590862740,5,4000,0,adr,电信,0,8
1590862740,5,4000,1,webh5,移动,0,93
1590862740,5,4000,0,webh5,联通,0,2
1590862740,5,4000,0,pc_exe,联通,0,13
1590862740,3,4000,1,adr,小运营商,1,7
1590862740,5,6000,0,pc_exe,联通,0,10
1590862740,3,2000,0,webh5,电信,0,1
1590862740,5,6000,1,ipad,电信,1,36
1590862740,3,4000,1,pc_exe,小运营商,0,6
1590862740,5,500,1,webh5,小运营商,0,3
1590862740,5,2000,1,adr,移动,15,840
1590862740,5,500,1,ios,移动,1,108
1590862740,3,6000,1,pc_exe,电信,0,9
1590862740,3,2000,1,ios,联通,0,20
1590862740,5,0,0,adr,电信,0,3
1590862740,5,6000,0,pc_exe,海外,0,1
1590862740,5,0,0,adr_tv,移动,0,15
1590862740,3,4000,0,adr,移动,0,3
1590862740,5,4000,0,ios,联通,1,6
1590862740,5,0,0,adr_tv,联通,0,3
1590862740,5,4000,1,adr,电信,13,906
1590862740,5,2000,1,webh5,移动,0,56
1590862740,3,6000,1,ipad,移动,0,3
1590862740,3,2000,0,adr,电信,1,9
1590862740,5,0,0,adr,联通,0,11
1590862740,3,500,1,adr,电信,0,29
1590862740,3,2000,1,ipad,移动,0,12
1590862740,5,4000,1,webh5,电信,2,424
1590862740,5,2000,0,adr,联通,0,229
1590862740,5,4000,1,webh5,海外,0,15
1590862740,5,2000,1,pc_exe,电信,1,63
1590862740,5,6000,1,adr,移动,1,128
1590862740,3,6000,1,webh5,联通,0,3
1590862740,5,6000,1,webh5,小运营商,0,3
1590862740,5,6000,0,web,联通,0,3
1590862740,3,2000,0,adr,小运营商,0,3
1590862740,5,500,0,adr_tv,电信,0,3
1590862740,3,2000,1,ios,小运营商,0,3
1590862740,5,2000,1,ipad,联通,0,25
1590862740,5,4000,1,adr,联通,5,376
1590862740,5,2000,1,ios,电信,13,383
1590862740,5,500,0,adr,移动,0,36
1590862800,5,2000,1,ios,小运营商,1,26
1590862800,3,2000,0,adr,小运营商,0,3
1590862800,5,4000,1,ipad,联通,0,3
1590862800,5,2000,1,pc_exe,移动,0,24
1590862800,3,2000,0,adr,电信,0,9
1590862800,5,500,1,webh5,小运营商,0,3
1590862800,5,4000,1,adr,小运营商,1,72
1590862800,5,6000,0,web,联通,0,3
1590862800,5,4000,1,adr,电信,8,976
1590862800,5,500,0,adr,移动,0,36
1590862800,5,2000,1,ios,移动,6,331
1590862800,5,6000,0,pc_exe,电信,0,18
1590862800,3,4000,1,ios,联通,1,13
1590862800,3,6000,1,webh5,联通,0,3
1590862800,5,6000,0,pc_exe,移动,0,10
1590862800,3,4000,0,pc_exe,移动,0,1
1590862800,5,4000,1,ipad,移动,0,6
1590862800,5,2000,1,ios,电信,16,380
1590862800,5,6000,1,webh5,教育网,0,3
1590862800,5,2000,1,pc_exe,海外,0,4
1590862800,3,500,1,ios,电信,1,13
1590862800,5,6000,1,ipad,小运营商,0,4
1590862800,3,500,1,webh5,移动,0,2
1590862800,5,4000,1,webh5,小运营商,0,6
1590862800,5,0,0,adr_tv,电信,0,30
1590862800,5,4000,1,webh5,电信,2,438
1590862800,3,500,1,adr,移动,0,43
1590862800,3,6000,1,ipad,联通,0,7
1590862800,5,2000,1,pc_exe,小运营商,0,3
1590862800,3,6000,1,pc_exe,移动,0,6
1590862800,3,6000,1,ios,小运营商,0,3
1590862800,3,2000,0,ios,移动,0,3
1590862800,3,6000,1,adr,电信,0,36
1590862800,5,500,1,adr,海外,0,6
1590862800,3,2000,0,pc_exe,电信,0,1
1590862800,5,500,0,adr_tv,移动,0,6
1590862800,5,2000,1,adr,移动,11,906
1590862800,5,2000,1,webh5,移动,0,53
1590862800,5,2000,0,adr,联通,1,282
1590862800,5,0,0,adr_tv,联通,0,3
1590862800,5,2000,1,ipad,移动,0,37
1590862800,5,4000,0,ios,联通,3,6
1590862800,5,4000,0,pc_exe,小运营商,0,9
1590862800,5,4000,1,ios,移动,1,154
1590862800,255,0,2,webh5,电信,0,3
1590862800,5,2000,1,adr,小运营商,0,47
1590862800,5,6000,1,webh5,小运营商,0,1
1590862800,5,6000,1,ios,联通,0,24
1590862800,5,500,1,adr,联通,1,114
1590862800,3,2000,1,adr,海外,0,3
1590862800,5,2000,1,webh5,联通,0,67
1590862800,5,6000,0,pc_exe,海外,0,2
1590862800,5,2000,1,pc_exe,联通,0,12
1590862800,5,0,0,adr,电信,0,3
1590862800,5,2000,1,webh5,海外,0,9
1590862800,3,6000,1,ios,移动,1,14
1590862800,5,2000,0,ipad,小运营商,0,3
1590862800,5,6000,1,ios,小运营商,0,3
1590862800,3,4000,1,webh5,电信,0,6
1590862800,5,2000,0,ios,电信,0,13
1590862800,3,500,0,adr_tv,电信,0,3
1590862800,3,2000,0,web,移动,0,3
1590862800,3,0,0,adr_tv,移动,0,9
1590862800,5,2000,0,pc_exe,电信,0,39
1590862800,3,4000,1,ios,电信,2,32
1590862800,5,4000,0,webh5,电信,0,2
1590862800,5,500,1,webh5,海外,0,3
1590862800,3,2000,1,pc_exe,电信,0,3
1590862800,5,2000,1,ipad,海外,0,12
1590862800,5,4000,1,adr,联通,0,374
1590862800,3,500,0,adr,联通,0,6
1590862800,5,6000,1,pc_exe,电信,1,18
1590862800,5,6000,1,adr,移动,0,135
1590862800,5,6000,1,webh5,电信,0,75
1590862800,5,500,1,adr,小运营商,0,12
1590862800,3,2000,1,ios,电信,1,26
1590862800,5,4000,1,adr,海外,0,3
1590862800,3,6000,1,ipad,电信,0,4
1590862800,3,2000,1,ios,小运营商,0,3
1590862800,3,6000,0,pc_exe,电信,0,10
1590862800,3,2000,0,adr,联通,0,12
1590862800,5,0,0,adr,联通,0,12
1590862800,5,500,1,webh5,联通,0,21
1590862800,5,2000,0,adr_tv,移动,0,12
1590862800,5,2000,1,adr,海外,0,21
1590862800,3,2000,0,ipad,电信,0,3
1590862800,3,2000,1,adr,移动,0,98
1590862800,5,500,1,ios,移动,0,128
1590862800,5,2000,0,adr_tv,海外,0,3
1590862800,5,2000,1,adr,联通,5,469
1590862800,5,500,0,ios,联通,0,25
1590862800,5,6000,1,webh5,移动,2,26
1590862800,5,2000,0,adr,移动,2,29
1590862800,3,500,1,ios,联通,0,15
1590862800,5,0,1,ios,电信,0,2
1590862800,5,4000,0,adr,移动,1,27
1590862800,5,4000,0,webh5,移动,0,2
1590862800,5,4000,0,pc_exe,联通,0,12
1590862800,5,2000,0,ios,联通,0,96
1590862800,5,2000,1,ipad,联通,0,27
1590862800,5,4000,1,webh5,海外,0,14
1590862800,3,2000,1,ios,联通,0,19
1590862800,3,6000,1,ipad,移动,0,3
1590862800,3,6000,1,webh5,移动,0,6
1590862800,3,6000,1,pc_exe,联通,0,9
1590862800,3,6000,1,adr,移动,0,15
1590862800,5,4000,1,webh5,联通,1,106
1590862800,3,4000,1,adr,联通,0,42
1590862800,5,2000,1,adr,电信,13,1070
1590862800,5,4000,0,pc_exe,电信,1,50
1590862800,3,2000,1,webh5,电信,0,3
1590862800,5,2000,1,ipad,电信,1,54
1590862800,5,2000,0,pc_exe,联通,0,12
1590862800,3,4000,1,pc_exe,电信,0,3
1590862800,5,6000,1,ios,电信,2,51
1590862800,5,2000,0,webh5,移动,0,2
1590862800,5,2000,0,webh5,电信,0,8
1590862800,5,4000,1,pc_exe,移动,0,18
1590862800,3,4000,1,pc_exe,联通,0,3
1590862800,3,4000,1,adr,移动,1,113
1590862800,3,6000,1,adr,联通,0,21
1590862800,5,6000,1,pc_exe,联通,0,15
1590862800,3,500,0,adr,电信,0,3
1590862800,5,500,1,adr,电信,10,260
1590862800,5,4000,0,adr_tv,移动,3,8
1590862800,5,500,1,ipad,联通,0,3
1590862800,3,500,1,ios,移动,0,20
1590862800,5,500,0,pc_exe,电信,0,2
1590862800,5,4000,1,ipad,电信,0,12
1590862800,3,2000,1,ipad,移动,0,12
1590862800,5,500,1,ios,小运营商,1,9
1590862800,5,2000,0,adr_tv,联通,0,6
1590862800,5,4000,0,adr_tv,电信,1,9
1590862800,3,2000,1,webh5,联通,0,6
1590862800,5,2000,1,pc_exe,电信,0,63
1590862800,5,2000,0,webh5,联通,0,2
1590862800,3,2000,1,ipad,联通,0,4
1590862800,5,6000,1,ipad,联通,0,12
1590862800,5,4000,0,adr,小运营商,0,2
1590862800,5,6000,1,ios,移动,1,37
1590862800,5,2000,0,ios,移动,0,6
1590862800,3,4000,1,pc_exe,小运营商,0,6
1590862800,3,2000,1,ipad,电信,0,4
1590862800,3,500,0,adr,移动,0,12
1590862800,5,2000,0,adr,电信,0,35
1590862800,5,2000,0,pc_exe,海外,0,3
1590862800,3,6000,1,pc_exe,电信,1,9
1590862800,3,0,0,adr,电信,0,3
1590862800,5,6000,1,adr,联通,0,69
1590862800,3,2000,0,ios,联通,0,6
1590862800,3,4000,1,ios,移动,0,17
1590862800,3,6000,0,pc_exe,移动,0,3
1590862800,3,2000,1,ios,移动,0,42
1590862800,5,4000,1,ios,电信,6,328
1590862800,3,2000,1,webh5,海外,0,6
1590862800,5,500,1,pc_exe,电信,0,3
1590862800,3,4000,0,webh5,电信,0,1
1590862800,5,500,0,ipad,移动,0,3
1590862800,3,4000,1,adr,电信,0,85
1590862800,3,4000,1,adr,海外,1,6
1590862800,5,2000,1,ipad,小运营商,0,9
1590862800,5,500,0,adr,海外,0,3
1590862800,5,4000,1,pc_exe,小运营商,0,6
1590862800,5,2000,1,webh5,小运营商,0,12
1590862800,5,4000,1,ios,联通,2,118
1590862800,5,4000,0,adr,联通,0,17
1590862800,5,0,0,adr_tv,移动,0,18
1590862800,3,4000,1,ipad,移动,0,6
1590862800,5,500,0,adr,联通,0,78
1590862800,5,2000,1,ios,海外,0,7
1590862800,3,500,0,web,电信,0,6
1590862800,3,2000,1,adr,电信,2,112
